%% LAL: 7.6.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALFrame: 3.0.5 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALSimulation: 6.0.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALInference: 4.1.7 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALPulsar: 7.0.1 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% argv[0]: '/home/damoncht/.conda/envs/ml/bin/lalpulsar_ComputeAntennaPattern'
%% argv[1]: '@H1config.txt'
%% columns:
%% Alpha   Delta        A_H1         B_H1         C_H1         D_H1
2.4460581  0.4645853   0.14200440   0.23778158  -0.00083773   0.03376533
2.7039843  -0.3496381   0.11218838   0.23343895  -0.00283856   0.02618108
5.6599940  0.0440712   0.07784114   0.22903983   0.00339664   0.01781718
3.2233980  0.9575942   0.23401517   0.25427800  -0.00259132   0.05949819
5.2718842  -0.6468660   0.18528946   0.24368998   0.00102730   0.04515213
5.1643907  0.8428313   0.21509689   0.24170740   0.00212959   0.05198597
0.2820514  -0.0117106   0.07974245   0.22825488   0.00194141   0.01819783
4.4641346  0.0070388   0.07787305   0.22242445   0.00138241   0.01731896
2.2947689  0.1818753   0.09007058   0.23003218  -0.00271833   0.02071174
5.9738821  -0.1289493   0.08350745   0.23103626   0.00259359   0.01928652
5.7243870  -0.3342303   0.11374284   0.23448297   0.00162883   0.02666811
5.6257414  -0.4090359   0.12951604   0.23622288   0.00116356   0.03059330
5.2579875  -0.3753236   0.12335320   0.23420934   0.00201766   0.02888640
0.9485056  -0.9358015   0.23136389   0.24491963  -0.00062978   0.05666516
6.1949084  0.5405038   0.15422349   0.24002372  -0.00026149   0.03701723
3.4455677  -0.6287927   0.17898065   0.24213715   0.00179594   0.04333464
0.4149472  -1.1699176   0.25569767   0.25642857   0.00267922   0.06556101
3.1372706  1.2006112   0.25501198   0.26289636  -0.00160461   0.06703915
3.7841629  -0.3184167   0.11311300   0.23140883  -0.00025943   0.02617528
1.5601309  -0.1678798   0.08564638   0.22185256  -0.00267350   0.01899372
0.7423235  0.1952127   0.09349945   0.22797173   0.00056244   0.02131492
5.9038803  0.7045169   0.18797517   0.24474508   0.00160421   0.04600342
0.8176007  0.2813753   0.10636106   0.22999501   0.00045658   0.02446231
0.1883864  0.0524752   0.08012618   0.22906040   0.00169522   0.01835086
3.4629676  -0.7449536   0.20414895   0.24628858   0.00219156   0.05027475
0.3834696  -0.2962132   0.10714644   0.22957143   0.00305944   0.02458840
4.8631242  -0.3634618   0.12013669   0.23341009   0.00205889   0.02803688
0.0443406  0.1508633   0.08565312   0.23052913   0.00138889   0.01974361
0.4141671  0.1693602   0.08984681   0.22907154   0.00075889   0.02058077
2.4144111  -0.1579590   0.08458818   0.22861923  -0.00388941   0.01932336
1.0442722  0.9622019   0.24167968   0.25796977   0.00241753   0.06234021
3.7919110  1.1866515   0.25717732   0.25484249  -0.00066481   0.06553927
5.6709499  0.1749432   0.08617045   0.22960448   0.00363423   0.01977191
4.3878453  -0.7455439   0.20488755   0.25058082  -0.00093993   0.05134001
3.3622345  0.7435853   0.19986705   0.24454759  -0.00353106   0.04886454
4.7186225  -0.0407641   0.07819256   0.22364105   0.00239250   0.01748134
1.3523593  -0.6937600   0.18665738   0.23424181  -0.00145673   0.04372084
3.7434806  0.7758360   0.20710027   0.24052720  -0.00244004   0.04980729
5.4771117  -1.2256521   0.26404333   0.26104301  -0.00160324   0.06892410
5.6741990  0.8156027   0.20949475   0.24626486   0.00303180   0.05158200
2.6365936  -0.3164574   0.10613281   0.23231678  -0.00324009   0.02464593
1.9502335  0.0568124   0.07919948   0.22586718  -0.00332433   0.01787751
4.6677291  -0.7157034   0.19849116   0.24946146   0.00094976   0.04951499
5.9551452  0.3591772   0.11425464   0.23421349   0.00215405   0.02675534
1.6878496  0.8275587   0.22062731   0.25362274  -0.00186137   0.05595264
0.6951490  -0.5798104   0.16610456   0.23278280   0.00207331   0.03866198
0.5528253  -1.1262143   0.25310150   0.25358340   0.00179446   0.06417912
3.5403173  -0.8303801   0.22136083   0.24916895   0.00201440   0.05515219
4.1491103  -1.2862794   0.26453772   0.26562738  -0.00316666   0.07025844
6.1089973  0.6202145   0.17117414   0.24271749   0.00002171   0.04154696
5.9516980  -1.1116117   0.25101835   0.26139879  -0.00175781   0.06561280
3.7193172  0.4619445   0.14014174   0.23079208  -0.00275606   0.03233601
4.2065877  -0.0249738   0.07937887   0.22338864   0.00017884   0.01773231
2.5184572  -0.0757223   0.07885765   0.22904496  -0.00347911   0.01804984
5.9124917  0.9988701   0.23667535   0.25573444   0.00120226   0.06052459
5.5274444  -0.6578729   0.18664765   0.24415436  -0.00020376   0.04557080
4.8159982  -0.1530562   0.08616556   0.22645590   0.00245230   0.01950669
4.5542244  0.3718370   0.11741845   0.22373721   0.00206032   0.02626663
2.1037805  -0.9335457   0.22951508   0.24563730  -0.00196870   0.05637359
3.3260123  0.8226502   0.21422662   0.24797019  -0.00333589   0.05311069
0.1168280  1.3679338   0.26344737   0.26548731  -0.00303988   0.06993269
0.7894691  -0.3550186   0.11761492   0.22616668   0.00142421   0.02659855
4.1644836  -0.6691065   0.18999316   0.24563606  -0.00137190   0.04666729
5.3441715  -1.0775032   0.25538558   0.25778139  -0.00010266   0.06583364
6.1060868  0.8215964   0.21171477   0.25031689  -0.00060691   0.05299542
4.7902667  0.8152454   0.20939645   0.23973395   0.00120483   0.05019799
2.5642100  0.2643336   0.10132327   0.23279378  -0.00203276   0.02358329
1.3692928  -0.4894883   0.14221095   0.22670306  -0.00178695   0.03223646
4.0305271  -0.6604774   0.18872406   0.24431990  -0.00115756   0.04610770
3.1585435  -0.1092326   0.08207164   0.23019116  -0.00168120   0.01888934
0.5872473  -0.4840380   0.14496802   0.23124905   0.00272762   0.03351628
3.3191953  -0.8532088   0.22204229   0.25084120   0.00279678   0.05568953
1.9136058  -0.6960994   0.18679412   0.23555426  -0.00261559   0.04399331
0.8253544  -0.3226644   0.11142673   0.22528382   0.00117862   0.02510125
4.5661498  -0.8249709   0.21935499   0.25466916   0.00019179   0.05586291
0.6340248  -0.6614119   0.18404472   0.23611100   0.00241084   0.04344917
2.9733592  1.1637087   0.25315559   0.26293913   0.00017755   0.06656448
4.6531129  -0.8308688   0.22047652   0.25476873   0.00086325   0.05616978
1.0162948  -0.3948441   0.12427451   0.22518198   0.00000254   0.02798438
1.8021004  -0.4957455   0.14278083   0.22831014  -0.00319800   0.03258808
0.0120911  1.4672399   0.26325518   0.26744571  -0.00225172   0.07040140
1.2484204  0.6131457   0.17636743   0.24431732   0.00054835   0.04308932
2.0395087  -0.3603301   0.11457767   0.22727251  -0.00414257   0.02602319
5.6618260  -1.0074711   0.24535297   0.25663370  -0.00231563   0.06296048
3.9428226  -0.5169159   0.15592733   0.23809576  -0.00055575   0.03712533
2.7690205  -0.5138661   0.14642148   0.23824237  -0.00202412   0.03487970
0.2469097  0.2707333   0.10270150   0.23173867   0.00023843   0.02379985
0.3348579  0.6392289   0.18170018   0.24241699  -0.00175951   0.04404412
5.2281335  -0.5813926   0.17025799   0.24134019   0.00138365   0.04108818
4.5133533  -0.6119807   0.17577387   0.24457468   0.00011979   0.04298982
4.6305002  0.8509009   0.21538864   0.24140236   0.00104984   0.05199422
0.5496740  0.3932947   0.12783214   0.23378432  -0.00014311   0.02988513
0.8760137  -0.7393066   0.19910255   0.23695683   0.00047744   0.04717848
0.5662141  -0.4259316   0.13242666   0.23005363   0.00276620   0.03045758
0.4522846  -0.7727694   0.20633283   0.24229538   0.00329332   0.04998265
3.2089738  0.6152280   0.17272393   0.24175760  -0.00305258   0.04174801
2.7879380  0.2202615   0.09401258   0.23236513  -0.00235184   0.02183971
4.7813179  -1.1960421   0.25993830   0.26607227   0.00236211   0.06915679
0.4113919  -1.0072317   0.24154156   0.25128224   0.00304121   0.06068586
0.5487686  1.3188019   0.26765582   0.26186925  -0.00059162   0.07009048
5.6053759  0.0626419   0.07841463   0.22869545   0.00355577   0.01792043
3.9206301  0.0587185   0.08127055   0.22420636  -0.00099410   0.01822038
4.2583623  -0.8550312   0.22561812   0.25453559  -0.00188737   0.05742428
5.1218885  1.5008068   0.26672253   0.26259643  -0.00199160   0.07003642
2.8458781  -0.9420956   0.22969951   0.25430840  -0.00044783   0.05841431
6.0916171  0.5512476   0.15570860   0.24026324   0.00044997   0.03741085
0.6256251  -0.7815724   0.20815381   0.24048203   0.00225908   0.05005215
3.3716680  -0.5716546   0.16508694   0.24038082   0.00159569   0.03968119
1.4483888  0.5404343   0.15924732   0.24119902  -0.00068596   0.03840983
5.9231664  0.1065347   0.08048428   0.23030849   0.00278379   0.01852846
3.1525461  0.4645751   0.13938524   0.23726228  -0.00294953   0.03306216
2.8889912  0.4623683   0.13910985   0.23840405  -0.00170365   0.03316145
2.1503041  -0.8221066   0.21153185   0.24186711  -0.00282562   0.05115461
5.0732831  0.3488508   0.11240030   0.22605376   0.00391132   0.02539321
1.5001435  0.3727304   0.12173079   0.23368457  -0.00127431   0.02844498
6.1984426  -0.6453262   0.17916903   0.24410294   0.00203860   0.04373153
4.0195016  0.9046294   0.22755387   0.24367505   0.00007669   0.05544920
3.3882094  -0.4711447   0.14244062   0.23702350   0.00102624   0.03376072
0.0379652  1.0006524   0.24055512   0.25675142  -0.00271305   0.06175551
0.1146986  1.0666707   0.24858011   0.25851518  -0.00311621   0.06425202
4.7257560  0.8740179   0.21907729   0.24244000   0.00085588   0.05311237
4.2002853  0.5197254   0.15079200   0.22824845   0.00032214   0.03441794
0.3187529  -1.0170731   0.24214596   0.25296199   0.00327414   0.06124300
2.7951702  -0.1765819   0.08646869   0.23094518  -0.00266231   0.01996244
5.4022531  -0.3750843   0.12314515   0.23455200   0.00171832   0.02888099
5.1055976  0.7122908   0.19021417   0.23644722   0.00270418   0.04496830
0.3371839  -0.3878949   0.12419823   0.23193544   0.00338960   0.02879448
1.2198763  0.2191135   0.09498171   0.22772266  -0.00047283   0.02162926
1.3549122  0.7646261   0.20830542   0.25184932   0.00027167   0.05246150
5.0613961  -0.5484738   0.16229932   0.24047738   0.00188886   0.03902575
4.2826797  0.9352617   0.22961427   0.24513678   0.00123941   0.05628537
4.3743781  -1.3478896   0.26341766   0.26884335  -0.00192648   0.07081438
0.4760556  -0.6345140   0.17818595   0.23716918   0.00330508   0.04224929
6.1081326  -0.2396751   0.09669353   0.23256503   0.00257086   0.02248092
4.9206662  0.5259679   0.14946477   0.22904614   0.00301645   0.03422523
0.0164734  -0.1533609   0.08634776   0.23054634   0.00272019   0.01989976
2.4849216  0.6069064   0.17440991   0.24263851   0.00013253   0.04231854
0.0693786  -0.0192703   0.07880127   0.22948529   0.00222133   0.01807880
4.3498764  0.7641809   0.20139515   0.23732319   0.00115152   0.04779442
4.0587945  0.3186617   0.11024988   0.22445424  -0.00061681   0.02474567
1.4565990  0.4207095   0.13198826   0.23570988  -0.00097124   0.03110999
5.4241095  -0.9421780   0.23980543   0.25380978  -0.00069814   0.06086448
5.6122474  -0.2480990   0.09902061   0.23212010   0.00216629   0.02297998
1.5341192  0.4472006   0.13789418   0.23689869  -0.00126834   0.03266534
3.5596870  0.3455078   0.11610708   0.23008955  -0.00312997   0.02670523
4.6972013  -0.7350671   0.20254059   0.25027132   0.00112678   0.05068883
0.5692912  0.2910897   0.10800320   0.23089431   0.00023925   0.02493727
3.8765315  -0.1232224   0.08583955   0.22655295  -0.00071261   0.01944669
2.5122709  1.2153724   0.26144305   0.26193109   0.00283377   0.06847203
1.5057975  -0.0556096   0.07815168   0.22210754  -0.00229515   0.01735281
3.4163130  0.5176932   0.15179075   0.23615865  -0.00362635   0.03583355
3.1353453  1.2649809   0.25793022   0.26446357  -0.00157844   0.06821066
2.1602696  -0.8393559   0.21457125   0.24258806  -0.00277684   0.05204471
3.7051477  -0.6214515   0.17974573   0.24149795   0.00059519   0.04340787
0.2100347  -0.9739506   0.23658547   0.25310320   0.00322810   0.05987012
2.0105757  -0.5378871   0.15217438   0.23109806  -0.00368748   0.03515361
2.8779964  0.5336015   0.15500192   0.24076681  -0.00132566   0.03731756
4.7300140  0.1253267   0.08181240   0.22199182   0.00274215   0.01815417
4.5775547  0.0864491   0.07958625   0.22170883   0.00203493   0.01764083
0.5686259  0.9817822   0.24559399   0.25428084  -0.00057750   0.06244951
5.9566573  0.6969561   0.18660933   0.24485834   0.00114283   0.04569154
3.3068294  0.5170443   0.15128154   0.23743376  -0.00347183   0.03590729
3.8240933  -1.1788618   0.26284146   0.26004958  -0.00094146   0.06835093
4.0890614  0.3780026   0.12131468   0.22527950  -0.00043693   0.02732952
3.9834717  -0.3609563   0.12131343   0.23248707  -0.00048155   0.02820357
1.4566167  0.1010268   0.08151653   0.22457108  -0.00176053   0.01830316
5.6982470  0.3799988   0.11792584   0.23300223   0.00356997   0.02746424
5.3665727  0.2044217   0.08973444   0.22723284   0.00420553   0.02037292
1.6043860  0.2671762   0.10185584   0.22975272  -0.00192885   0.02339794
5.6315204  -0.3580919   0.11885162   0.23481949   0.00148717   0.02790646
2.2306461  0.4725125   0.14470555   0.23751424  -0.00129036   0.03436796
3.7798221  0.1276064   0.08562802   0.22531849  -0.00169515   0.01929070
5.7149856  0.0305174   0.07755086   0.22934961   0.00324911   0.01777570
0.0183658  -0.2395674   0.09700315   0.23176681   0.00289960   0.02247370
4.6284528  -0.3892804   0.12520060   0.23437083   0.00117899   0.02934198
1.2530778  0.8195504   0.21879613   0.25399044   0.00108907   0.05557094
4.4604997  -1.0607372   0.25026280   0.26368800  -0.00092100   0.06599045
1.5255572  -0.5606513   0.15737498   0.22920918  -0.00215075   0.03606716
5.3503598  -0.4619160   0.14232989   0.23713358   0.00140585   0.03374922
0.5840643  0.4279167   0.13544400   0.23479739  -0.00014208   0.03180188
3.8495888  -0.0578188   0.08174039   0.22571856  -0.00092112   0.01844948
2.8526836  0.1292836   0.08353753   0.23104391  -0.00259334   0.01929411
5.6335324  0.3432926   0.11097852   0.23166081   0.00384783   0.02569457
6.1878070  -0.7640027   0.20328285   0.24866593   0.00157834   0.05054703
6.1109240  -0.8318230   0.21570547   0.25165933   0.00065467   0.05428387
1.9818334  0.6741519   0.19128498   0.24524733  -0.00162381   0.04690950
4.2289809  -0.2955795   0.10785908   0.23028551  -0.00014313   0.02483836
2.4292234  -1.0701287   0.24537756   0.25373352  -0.00282225   0.06225254
1.2532878  -0.2941782   0.10399817   0.22246996  -0.00130868   0.02313476
4.1505396  -0.4109726   0.13126667   0.23451681  -0.00056056   0.03078393
1.1915012  -0.1663498   0.08680698   0.22164461  -0.00092196   0.01923945
1.2211830  -0.5875179   0.16468608   0.23008189  -0.00116243   0.03788993
1.5965637  1.2876453   0.26267123   0.26797432  -0.00216857   0.07038444
5.5074155  -1.0070975   0.24718641   0.25590631  -0.00151787   0.06325426
4.3024118  1.0360381   0.24121663   0.24984592   0.00142628   0.06026496
2.7724587  0.2054769   0.09202511   0.23209421  -0.00238625   0.02135280
4.3755013  0.6786449   0.18421045   0.23362556   0.00120314   0.04303482
2.9032754  0.6338379   0.17717060   0.24430257  -0.00099532   0.04328224
3.0914791  0.4095976   0.12760638   0.23606373  -0.00275335   0.03011566
0.5662533  -0.3817933   0.12333647   0.22908206   0.00269037   0.02824694
4.0937373  -0.2435848   0.09975180   0.22867110  -0.00033543   0.02281024
4.6288316  -0.2064367   0.09258856   0.22753386   0.00162861   0.02106438
4.6375457  -0.0073192   0.07751682   0.22284734   0.00213506   0.01726986
1.1004513  0.2925886   0.10726847   0.23018323   0.00010168   0.02469139
0.3843930  0.5377335   0.15904534   0.23875332  -0.00118369   0.03797120
1.4122990  0.9323239   0.23596041   0.25923309  -0.00004593   0.06116874
4.5855997  -0.9487405   0.23812778   0.25984976   0.00033825   0.06187733
1.2412026  -0.9523947   0.23109351   0.24613078  -0.00123774   0.05687769
0.8022072  -0.9515500   0.23453690   0.24578612   0.00029516   0.05764583
1.0903241  -0.2288699   0.09492537   0.22232215  -0.00040376   0.02110385
0.3937268  0.3049034   0.10961348   0.23189300  -0.00000126   0.02541860
0.5470245  0.1003626   0.08407352   0.22729342   0.00101464   0.01910833
5.4504638  -0.5531555   0.16314834   0.24034755   0.00062815   0.03921191
2.3762195  0.0528329   0.07906250   0.22868754  -0.00326003   0.01806998
5.8304031  0.6855442   0.18386251   0.24339464   0.00225666   0.04474606
5.8363468  -0.6611092   0.18459636   0.24521421  -0.00027494   0.04526557
1.7628814  -0.6104634   0.16821542   0.23171821  -0.00259957   0.03897182
5.3108540  0.4254013   0.12757172   0.22990240   0.00425580   0.02931093
5.8668982  -0.9949722   0.24109989   0.25741461  -0.00196190   0.06205879
0.3205936  0.1123049   0.08410286   0.22882186   0.00116848   0.01924321
2.0331327  -0.3424778   0.11121883   0.22691016  -0.00414343   0.02521951
2.4023288  -0.3160456   0.10618459   0.23031597  -0.00410691   0.02443914
5.0993101  0.0385448   0.07787263   0.22484194   0.00362987   0.01749586
0.6919105  0.7469810   0.20747820   0.24655785   0.00030070   0.05115529
1.2490095  0.4513277   0.13919115   0.23679169   0.00005690   0.03295930
2.6322540  -0.3331976   0.10910124   0.23261768  -0.00324625   0.02536834
3.6804393  -0.9556701   0.24210003   0.25338560   0.00090290   0.06134385
4.9878642  0.1056665   0.08048092   0.22361742   0.00356269   0.01798424
5.4783666  -0.4016804   0.12857707   0.23555040   0.00141083   0.03028439
2.5259509  0.2808841   0.10423672   0.23303200  -0.00194547   0.02428671
0.2413522  0.8482730   0.22222552   0.25036329  -0.00273649   0.05562962
5.7826396  1.2792639   0.25845534   0.26254275   0.00247043   0.06784947
2.5647955  0.0149944   0.07765786   0.22945122  -0.00313656   0.01780885
5.7285020  0.7112583   0.18920447   0.24320504   0.00291823   0.04600696
0.2789412  -0.6317783   0.17698693   0.23978107   0.00367187   0.04242463
2.7073587  -0.8961072   0.22270769   0.25136155  -0.00181601   0.05597685
1.2619708  0.8220348   0.21919601   0.25414839   0.00103637   0.05570724
1.5283752  -1.1784956   0.25132328   0.25652796   0.00050922   0.06447119
6.1843857  -0.4803052   0.14276156   0.23845518   0.00240855   0.03403643
5.8127002  0.7864045   0.20397709   0.24689294   0.00222814   0.05035554
1.3927005  1.0644580   0.25044203   0.26396656   0.00015559   0.06610830
2.8629571  0.3807485   0.12188336   0.23602821  -0.00193512   0.02876417
2.7067341  -0.0479929   0.07782292   0.22989245  -0.00298140   0.01788201
2.7681365  -0.5925619   0.16388576   0.24080709  -0.00182029   0.03946154
0.0031517  0.6357397   0.17650528   0.24330613  -0.00131813   0.04294308
4.3191713  0.7399248   0.19696929   0.23626365   0.00106073   0.04653556
3.9386721  -0.0664289   0.08193738   0.22529551  -0.00070142   0.01845963
2.3922761  0.8645641   0.22716574   0.25144312   0.00122199   0.05711777
2.6995528  0.1862597   0.08970655   0.23167445  -0.00242158   0.02077685
4.9684580  0.3799466   0.11837682   0.22574243   0.00356874   0.02670994
0.3594601  0.7788678   0.21134701   0.24741043  -0.00212645   0.05228493
2.9002499  -0.0963642   0.08011004   0.23043428  -0.00242782   0.01845420
1.0529241  -0.3482799   0.11489169   0.22405365  -0.00020866   0.02574186
2.7743712  0.0113713   0.07748135   0.23012382  -0.00278615   0.01782254
4.1273003  0.5531031   0.15871118   0.22965455  -0.00009122   0.03644874
5.1082557  -0.0769838   0.08028395   0.22628658   0.00327299   0.01815647
0.4294841  -0.1371479   0.08629414   0.22730383   0.00233894   0.01960952
6.0282026  -0.7732754   0.20576380   0.24961430   0.00019636   0.05136155
2.6357330  1.2252535   0.26005033   0.26316935   0.00294788   0.06842858
1.5729438  -0.1352998   0.08261953   0.22190721  -0.00269207   0.01832662
5.6518449  0.6358460   0.17325948   0.23970957   0.00344021   0.04152012
4.6316171  1.2710585   0.25589699   0.26036683  -0.00057031   0.06662676
3.1836189  0.9954052   0.23844586   0.25608426  -0.00222911   0.06105726
0.1655401  -0.6195582   0.17393082   0.24082214   0.00345928   0.04187443
4.9517391  -1.2451800   0.26358771   0.26484394   0.00299650   0.06980063
4.9180510  0.0010525   0.07744540   0.22395672   0.00315090   0.01733449
5.7067858  -0.3186204   0.11085943   0.23404562   0.00171806   0.02594321
2.6302676  0.0361072   0.07808854   0.22983451  -0.00296938   0.01793862
0.2174945  0.6407819   0.18052517   0.24285926  -0.00195208   0.04383840
3.5980331  0.9244651   0.23129998   0.24774055  -0.00300866   0.05729333
0.2112704  -0.5978992   0.16934215   0.23951510   0.00358493   0.04054715
4.7807768  0.4632989   0.13576905   0.22655335   0.00276803   0.03075127
3.6996584  -0.7140725   0.20015508   0.24490185   0.00071960   0.04901783
4.6577577  0.0303817   0.07755813   0.22240120   0.00229424   0.01724376
2.6871477  -0.5093329   0.14523420   0.23751292  -0.00263257   0.03448807
1.5589260  -0.7768707   0.20240392   0.23799123  -0.00136344   0.04816850
4.7869963  -0.0963019   0.08110715   0.22499053   0.00250655   0.01824206
1.7482603  -0.6524474   0.17734827   0.23318423  -0.00234319   0.04134933
3.0169067  -0.6160608   0.17071828   0.24264497   0.00035998   0.04142380
2.7849958  -0.2148900   0.09091933   0.23139539  -0.00264650   0.02103131
3.6123053  0.4592128   0.13947505   0.23204251  -0.00321608   0.03235380
5.7522309  -0.6832385   0.19015561   0.24577254  -0.00062720   0.04673463
3.5009024  1.1828633   0.25617516   0.25753996  -0.00291177   0.06596686
4.4189905  -0.4602562   0.14111400   0.23725548   0.00003583   0.03348007
4.6274333  -0.6607628   0.18665923   0.24693471   0.00073374   0.04609211
1.6006983  -0.0671126   0.07845286   0.22234924  -0.00270295   0.01743663
3.6284485  -0.5826551   0.17032415   0.24011676   0.00093857   0.04089680
4.8056884  1.1741340   0.25177020   0.25569093  -0.00109817   0.06437415
3.8008636  0.3758546   0.12206475   0.22790265  -0.00221020   0.02781399
4.3884271  0.8195252   0.21110801   0.23985296   0.00121904   0.05063340
4.2436284  1.1105689   0.24835792   0.25291803   0.00164476   0.06281149
2.2254976  -0.9598817   0.23315357   0.24757211  -0.00247654   0.05771619
2.7437229  -0.5605075   0.15669712   0.23955859  -0.00209794   0.03753374
2.0239126  -1.4215429   0.26537961   0.26089439   0.00134162   0.06923425
2.0693835  -0.3456051   0.11179372   0.22732559  -0.00420388   0.02539590
2.8733021  -0.9843132   0.23527867   0.25601909  -0.00013680   0.06023581
1.6356267  0.7195979   0.19962910   0.24920782  -0.00153276   0.04974678
6.0543176  -1.3307229   0.26033375   0.26670337  -0.00094445   0.06943099
1.7482601  -0.5997538   0.16585030   0.23128191  -0.00260791   0.03835137
5.0913816  -0.6714734   0.19060649   0.24529661   0.00172511   0.04675215
4.6983023  0.1757632   0.08647504   0.22185366   0.00266618   0.01917769
4.5520482  -0.1137381   0.08257506   0.22480838   0.00153120   0.01856122
3.7192983  0.8635338   0.22237031   0.24403112  -0.00240394   0.05425950
3.6761467  0.5409145   0.15757941   0.23348539  -0.00303213   0.03678329
2.3217028  0.0232614   0.07813043   0.22808607  -0.00344695   0.01780858
2.2375293  -0.4653721   0.13600747   0.23157750  -0.00423711   0.03147832
3.7357713  -0.9529992   0.24207292   0.25344422   0.00033365   0.06135187
3.7243988  -0.8288301   0.22273181   0.24915048   0.00053103   0.05549346
5.8598598  -0.6612207   0.18441291   0.24527368  -0.00018805   0.04523160
4.2687055  0.9711950   0.23431879   0.24676676   0.00129938   0.05782040
1.7599441  1.0302376   0.24910529   0.26043016  -0.00248956   0.06486833
1.6445073  -0.4199588   0.12657198   0.22548138  -0.00288482   0.02853130
6.0682566  -0.4292886   0.13185342   0.23731703   0.00200169   0.03128705
4.9490518  -0.5095086   0.15284549   0.23919599   0.00196360   0.03655617
3.8501556  -0.3415337   0.11759473   0.23195143  -0.00032152   0.02727616
5.9416753  0.9567392   0.23148894   0.25449160   0.00091641   0.05891115
4.7469507  -0.7066697   0.19681440   0.24875855   0.00138710   0.04895734
5.2994602  -0.2266949   0.09628557   0.23029797   0.00264001   0.02216740
2.3850363  1.3021864   0.26616210   0.26247007   0.00212842   0.06985505
3.5308251  -0.2594105   0.10189151   0.23087959  -0.00025275   0.02352461
2.5453438  0.8361354   0.22066092   0.25105307   0.00157451   0.05539512
4.2253652  -0.6610458   0.18788511   0.24569191  -0.00127807   0.04616022
2.8685344  -0.8794401   0.22061557   0.25211242  -0.00026709   0.05561985
1.8017668  -0.3668829   0.11581980   0.22530732  -0.00351025   0.02608273
4.5755722  -0.5545916   0.16252810   0.24186553   0.00058282   0.03930960
3.0679822  0.6936981   0.18934292   0.24584456  -0.00197437   0.04654503
5.1921367  -0.6321762   0.18196677   0.24334376   0.00141503   0.04427847
1.9625046  -0.4912930   0.14183389   0.22940214  -0.00370539   0.03252327
1.5329710  -0.1653075   0.08542942   0.22175159  -0.00255760   0.01893757
1.3848586  0.2035913   0.09234253   0.22730954  -0.00120024   0.02098890
3.4563363  0.5694146   0.16341570   0.23724635  -0.00365970   0.03875638
2.1099724  1.5184310   0.26898435   0.26306382  -0.00090676   0.07075923
1.5676665  -0.1565421   0.08451548   0.22187120  -0.00269370   0.01874430
4.5659493  -0.2163385   0.09403001   0.22776286   0.00133788   0.02141475
6.1354750  -0.1878435   0.08975452   0.23162869   0.00263805   0.02078276
2.5473301  -0.1955389   0.08842248   0.22992212  -0.00360135   0.02031731
0.4390743  0.5619997   0.16515687   0.23946039  -0.00108825   0.03954735
4.7639402  0.3570314   0.11402579   0.22404851   0.00290545   0.02553887
2.6257192  0.0518289   0.07865959   0.22991899  -0.00293021   0.01807675
1.3009381  0.6025403   0.17378141   0.24397960   0.00025332   0.04239906
3.1539458  0.9609596   0.23429950   0.25518617  -0.00203304   0.05978586
4.7610275  0.7474050   0.19679524   0.23673464   0.00156309   0.04658581
2.9002258  1.1315322   0.25155845   0.26213247   0.00093795   0.06594076
2.7598319  -0.5862495   0.16246027   0.24053250  -0.00190450   0.03907335
5.5479085  -0.6561365   0.18610914   0.24414366  -0.00026116   0.04543730
1.9562379  0.2646839   0.10211669   0.23049724  -0.00259096   0.02353090
3.2173372  -0.6634620   0.18352556   0.24415873   0.00179972   0.04480613
1.4489917  0.5580203   0.16331942   0.24203373  -0.00065806   0.03952838
2.0722213  0.4244213   0.13396367   0.23573694  -0.00191299   0.03157653
4.6024640  -1.4858838   0.26333755   0.26943046   0.00082061   0.07095048
2.0284514  -1.0347870   0.24212652   0.24910240  -0.00085769   0.06031356
1.5444728  -0.9847409   0.23424530   0.24770688  -0.00032855   0.05802406
6.1150215  1.1944670   0.25420424   0.26312751  -0.00086719   0.06688738
1.8146624  -0.0898171   0.07954118   0.22344555  -0.00345079   0.01776121
4.1666322  0.2349699   0.09616385   0.22272128   0.00003752   0.02141774
3.8306830  1.1022979   0.25104719   0.25188223  -0.00063472   0.06323392
0.4569948  -0.6852380   0.18894781   0.23913880   0.00335917   0.04517347
0.6520284  0.7271009   0.20330763   0.24562937  -0.00001736   0.04993832
3.0821176  -0.2927218   0.10383563   0.23308943  -0.00093806   0.02420211
4.6950118  -1.2853288   0.26229870   0.26830834   0.00176348   0.07037382
4.6496201  -0.7488589   0.20520791   0.25106099   0.00082912   0.05151902
0.7345515  0.8578145   0.22807495   0.25096285   0.00083808   0.05723764
3.1494200  0.7454911   0.19966736   0.24714705  -0.00245042   0.04934120
5.8238466  1.1100111   0.24786751   0.25846249   0.00202524   0.06406035
1.7742750  -1.3963982   0.26228362   0.26235470   0.00246786   0.06880525
3.5247719  -0.1228768   0.08523706   0.22858419  -0.00104544   0.01948275
2.0275776  0.1564799   0.08710487   0.22811800  -0.00300864   0.01986114
1.1332148  -0.1865044   0.08932088   0.22189435  -0.00062468   0.01981941
