%% LAL: 7.6.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALFrame: 3.0.5 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALSimulation: 6.0.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALInference: 4.1.7 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALPulsar: 7.0.1 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% argv[0]: '/home/damoncht/.conda/envs/ml/bin/lalpulsar_ComputeAntennaPattern'
%% argv[1]: '@H1config.txt'
%% columns:
%% Alpha   Delta        A_H1         B_H1         C_H1         D_H1
2.3992391  -0.5770559   0.16046235   0.23651610  -0.00390195   0.03793670
0.1467401  1.1803768   0.25743866   0.26152238  -0.00323451   0.06731551
3.5458905  1.1860965   0.25664657   0.25702924  -0.00270425   0.06595836
2.6487204  -0.5587736   0.15615343   0.23870659  -0.00279528   0.03726704
5.8497314  -0.3055237   0.10790814   0.23405649   0.00190154   0.02525298
4.9511508  0.1814159   0.08699311   0.22333817   0.00357182   0.01941612
4.9567212  -0.5857513   0.17064722   0.24238312   0.00191034   0.04135836
0.7120784  -0.9071903   0.22884503   0.24448714   0.00120614   0.05594821
0.6965051  0.7574453   0.20959060   0.24697736   0.00034989   0.05176401
6.1329325  -0.7772600   0.20593259   0.24947181   0.00105879   0.05137325
5.2537332  0.9180090   0.22725420   0.24511002   0.00210777   0.05569784
0.6368649  0.3481811   0.11884035   0.23227192   0.00018084   0.02760324
3.2594956  -1.2791420   0.26130635   0.26398182   0.00312571   0.06897035
1.6953402  -0.5408247   0.15277028   0.22908400  -0.00270098   0.03498993
5.9469367  0.7493659   0.19717406   0.24675035   0.00111591   0.04865152
6.2503010  1.0031185   0.23979090   0.25707227  -0.00223273   0.06163861
0.7737200  -0.7297729   0.19777700   0.23723425   0.00126053   0.04691789
2.0963416  0.5480577   0.16246063   0.24009477  -0.00144011   0.03900387
5.7402486  -0.3266065   0.11221999   0.23433374   0.00168119   0.02629410
1.8978141  -0.2931153   0.10252488   0.22493966  -0.00385854   0.02304702
2.3234780  -0.7150054   0.19052435   0.24000983  -0.00365433   0.04571436
3.7838552  -1.0993104   0.25759345   0.25794449  -0.00037435   0.06644467
3.5761086  -0.4387623   0.13700005   0.23543480   0.00061395   0.03225420
3.2051946  0.8184757   0.21312360   0.24933952  -0.00269836   0.05313286
3.5654314  0.8589619   0.22132134   0.24582015  -0.00327628   0.05439451
4.7505344  -0.7676358   0.20918570   0.25152323   0.00143907   0.05261299
3.8391560  -0.7206203   0.20204169   0.24557786  -0.00030585   0.04961687
1.6427013  0.5190331   0.15454431   0.23999342  -0.00159872   0.03708706
0.5067987  -0.6440533   0.18030176   0.23708011   0.00316561   0.04273594
2.8159150  0.9045453   0.22830932   0.25454107   0.00097752   0.05811314
3.2816071  -0.6245214   0.17584546   0.24254459   0.00178923   0.04264716
3.9386641  0.6030270   0.17088632   0.23256737  -0.00132642   0.03974082
5.2225546  -1.4547436   0.26907697   0.26337618   0.00130109   0.07086677
3.3952788  -0.0076282   0.07958405   0.22848554  -0.00186855   0.01818031
1.9155812  0.6126688   0.17721815   0.24308239  -0.00183198   0.04307526
1.3330009  1.1510725   0.25665396   0.26628283   0.00081191   0.06834188
5.4785510  1.0834305   0.24706674   0.25299355   0.00253820   0.06249985
5.9537753  -0.0767275   0.07974998   0.23052289   0.00267289   0.01837705
5.8442092  -0.8335852   0.21832335   0.25163275  -0.00128858   0.05493564
0.8209327  -0.7750959   0.20629151   0.23865080   0.00077944   0.04923103
5.7662553  -0.9333690   0.23470935   0.25483325  -0.00204086   0.05980758
2.9902109  -1.1901410   0.25409025   0.26303416   0.00106124   0.06683329
6.1161427  0.4006050   0.12325530   0.23569089   0.00095967   0.02904923
0.2625477  -0.8037614   0.21126041   0.24616003   0.00355064   0.05199126
1.9096465  -0.3591834   0.11435194   0.22603400  -0.00384142   0.02583267
3.5155104  0.9721969   0.23724480   0.25059661  -0.00324080   0.05944224
5.8575519  -0.4804572   0.14391547   0.23897603   0.00094006   0.03439147
1.8019762  0.2251143   0.09555753   0.22886962  -0.00256877   0.02186362
2.8964444  0.5002648   0.14746825   0.23961374  -0.00157561   0.03533294
1.9907407  1.2344923   0.26480794   0.26245093  -0.00213215   0.06949454
5.5567419  -1.3810670   0.26730320   0.26353231  -0.00242016   0.07043717
4.9644134  0.6746134   0.18215798   0.23431191   0.00243802   0.04267584
2.5548456  1.3456431   0.26491496   0.26443496   0.00307995   0.07004329
2.4276754  -0.1980349   0.08880528   0.22903013  -0.00393407   0.02032361
0.9631133  0.1235934   0.08515257   0.22556378   0.00023355   0.01920728
5.8691575  0.3828066   0.11859858   0.23434302   0.00263484   0.02778581
0.4131882  1.2304329   0.26382726   0.26077470  -0.00211864   0.06879499
3.3194834  -0.3643209   0.11904956   0.23419845   0.00028405   0.02788114
5.4149332  -0.7366660   0.20428087   0.24680923  -0.00003865   0.05041840
2.3531067  0.3704056   0.12191224   0.23470168  -0.00156729   0.02861055
3.3930174  -1.1674977   0.25840533   0.26039898   0.00315844   0.06727851
3.3522037  1.2683040   0.25935724   0.26184231  -0.00295864   0.06790195
1.4112347  -0.5260777   0.15008351   0.22787939  -0.00188743   0.03419738
1.8374327  -1.2785649   0.25886419   0.25833100   0.00177041   0.06686951
5.8751996  0.5631944   0.15726753   0.23956972   0.00216998   0.03767183
6.0436648  -1.0418132   0.24411774   0.25937605  -0.00071337   0.06331779
4.8451759  1.1239259   0.24849133   0.25340185  -0.00085762   0.06296743
2.4740066  1.0893260   0.25393426   0.25870019   0.00240770   0.06568705
2.9307966  1.1903050   0.25491846   0.26372203   0.00068950   0.06722714
3.0052538  0.0494620   0.07877453   0.23025469  -0.00251323   0.01813189
1.7805928  0.7804682   0.21249484   0.25091657  -0.00199336   0.05331450
1.0284439  0.1760186   0.09020180   0.22664066   0.00009092   0.02044339
2.1396844  1.0043969   0.24818811   0.25601575  -0.00054335   0.06353977
1.0363635  -1.1129046   0.24918643   0.25270537  -0.00161274   0.06296815
4.0891892  1.0570512   0.24524723   0.25005543   0.00110734   0.06132418
5.1194446  0.3141002   0.10611352   0.22594513   0.00404511   0.02395947
2.5136792  0.7368447   0.20232722   0.24736589   0.00097636   0.05004790
2.9298267  -0.2110785   0.09089765   0.23164536  -0.00199916   0.02105202
0.4561140  0.7208230   0.20076217   0.24512234  -0.00143429   0.04920924
4.1618939  0.0608268   0.08029386   0.22263837   0.00001709   0.01787649
4.1298102  0.8267083   0.21435764   0.24019223   0.00047587   0.05148682
5.0844578  0.7283825   0.19347262   0.23691148   0.00252785   0.04582949
2.2123489  0.5211867   0.15602843   0.23913139  -0.00112340   0.03731003
2.9531997  0.8235463   0.21437909   0.25139704  -0.00054033   0.05389398
6.1859003  -0.7425854   0.19918334   0.24785957   0.00163222   0.04936683
3.1427618  -0.6111497   0.17104039   0.24241991   0.00118157   0.04146220
4.0023999  1.0028490   0.24036801   0.24774310   0.00036000   0.05954939
2.3023537  -0.6219257   0.17061561   0.23670882  -0.00391290   0.04037091
2.0209471  -0.6728442   0.18196429   0.23545130  -0.00312972   0.04283393
2.7396571  0.5123056   0.15093546   0.24004702  -0.00082204   0.03623093
1.9171539  -0.4487405   0.13258559   0.22795093  -0.00369442   0.03020936
6.1622470  1.0441821   0.24309173   0.25857899  -0.00145924   0.06285628
3.3352394  0.9336849   0.23133321   0.25191063  -0.00322618   0.05826489
2.8303782  -1.0955963   0.24659114   0.25951397  -0.00063654   0.06399344
3.9211235  1.4694342   0.26655486   0.26194203   0.00165280   0.06981919
1.5468600  -0.6884963   0.18498407   0.23415147  -0.00174780   0.04331124
6.0612662  1.2058340   0.25451118   0.26328409  -0.00023367   0.06700869
1.0979646  -0.0784466   0.08063167   0.22217031  -0.00039193   0.01791381
0.0126857  -1.4576626   0.26259020   0.26729780   0.00190585   0.07018615
5.1237191  -0.5842991   0.17082199   0.24170642   0.00171719   0.04128582
2.3397030  -0.1775429   0.08660898   0.22811405  -0.00405633   0.01974027
0.0498957  0.6246934   0.17467104   0.24281137  -0.00149481   0.04240988
3.6427759  0.0908118   0.08303045   0.22649659  -0.00196455   0.01880225
2.4433635  -0.2069853   0.08986018   0.22924492  -0.00391074   0.02058470
2.5762377  -0.1044604   0.08030318   0.22945872  -0.00339774   0.01841472
3.8006909  -0.5381702   0.16083819   0.23857127   0.00000593   0.03837137
3.6438309  0.8271286   0.21623403   0.24359828  -0.00296598   0.05266544
1.7168379  -1.1134332   0.24774954   0.25289592   0.00079884   0.06265421
1.8938610  -0.9791285   0.23501733   0.24678241  -0.00055188   0.05799784
0.6267293  -0.6282735   0.17690633   0.23508465   0.00249301   0.04158175
2.9384805  1.2151889   0.25612202   0.26433805   0.00062531   0.06770240
1.6324037  -0.0042073   0.07734273   0.22315894  -0.00269969   0.01725243
4.0760985  -0.7062333   0.19847313   0.24658026  -0.00142507   0.04893752
1.7301473  -0.5601204   0.15705681   0.22986419  -0.00272940   0.03609429
2.4808673  -1.1875559   0.25463563   0.25800014  -0.00275668   0.06568843
2.0787777  1.2630437   0.26626015   0.26208827  -0.00131050   0.06978194
2.5414951  -0.9957599   0.23669922   0.25280851  -0.00278060   0.05983185
5.1312771  -1.2534011   0.26549152   0.26274627   0.00216319   0.06975223
2.5554920  0.0470854   0.07856426   0.22959955  -0.00304403   0.01802905
0.8450893  -0.2135458   0.09420035   0.22385503   0.00095077   0.02108632
0.9829457  -0.6320995   0.17613108   0.23238790   0.00000035   0.04093073
1.1197598  0.0905479   0.08193664   0.22440740  -0.00033155   0.01838708
4.5160989  0.6380518   0.17483358   0.23194878   0.00159432   0.04054989
5.1932621  -0.9549002   0.24207711   0.25504792   0.00128642   0.06173961
0.5378864  -0.5144491   0.15168831   0.23268241   0.00300038   0.03528620
2.5457400  -0.9408055   0.22951257   0.25094542  -0.00281386   0.05758721
3.4312589  0.3837371   0.12321501   0.23237851  -0.00342022   0.02862082
4.0051147  -0.7541741   0.20867729   0.24799809  -0.00135749   0.05174973
2.5803608  -0.5580124   0.15597466   0.23800655  -0.00321905   0.03711263
6.1961375  -0.1670367   0.08747973   0.23115343   0.00268382   0.02021404
2.2688483  0.2729943   0.10360412   0.23185864  -0.00226120   0.02401640
0.0541461  0.5190889   0.15097493   0.23913822  -0.00091958   0.03610303
5.1559940  -0.0302368   0.07828846   0.22594707   0.00347876   0.01767695
5.3605341  -0.0671639   0.07988467   0.22782691   0.00334131   0.01818871
4.7562348  0.3845781   0.11940526   0.22455779   0.00284065   0.02680531
5.4634142  0.0767959   0.07909499   0.22766139   0.00381528   0.01799232
5.8737212  -0.5842760   0.16726644   0.24251336   0.00035093   0.04056422
4.0267329  -0.3052788   0.11042172   0.23064344  -0.00045322   0.02546784
1.6009979  0.4165829   0.13118525   0.23555438  -0.00159373   0.03089872
0.4395550  -0.3456722   0.11617941   0.22984329   0.00307382   0.02669361
5.8571203  -1.5131921   0.26413170   0.26727611  -0.00262629   0.07058919
0.1603650  0.6497778   0.18172400   0.24338882  -0.00195614   0.04422576
3.8909744  0.2447538   0.09889619   0.22498810  -0.00150319   0.02224821
5.8696008  0.6509663   0.17656031   0.24252281   0.00201187   0.04281585
5.8322654  -0.8687873   0.22427934   0.25287041  -0.00152828   0.05671127
0.9112580  -0.6440492   0.17919816   0.23318051   0.00044727   0.04178532
4.9043591  -0.3148438   0.11063801   0.23166527   0.00225599   0.02562590
1.8743592  -1.4265202   0.26414683   0.26210621   0.00239439   0.06922879
1.3156869  0.0871774   0.08091311   0.22412212  -0.00117184   0.01813305
4.9299923  -0.1468406   0.08568303   0.22673877   0.00277098   0.01941999
5.6690485  -0.7613880   0.20707798   0.24830481  -0.00113687   0.05141717
4.6486331  -1.1506839   0.25675493   0.26611191   0.00112549   0.06832428
5.6704323  -0.2950575   0.10670551   0.23336852   0.00186099   0.02489824
2.0826889  -0.9409833   0.23054275   0.24578655  -0.00180407   0.05666105
3.0436963  -0.5153769   0.14851592   0.23919024   0.00006793   0.03552355
2.5589323  -0.2739725   0.09911349   0.23101640  -0.00359863   0.02288389
2.4161574  -0.8897092   0.22236253   0.24735098  -0.00317273   0.05499152
2.4999637  -0.5424850   0.15258712   0.23666242  -0.00363709   0.03609841
3.5426575  0.7906982   0.20948616   0.24366157  -0.00344965   0.05103183
3.2540076  0.8363874   0.21629079   0.24943137  -0.00297621   0.05394085
2.9295095  0.1013542   0.08138265   0.23071562  -0.00260376   0.01876947
1.1534294  -0.5349914   0.15351786   0.22840399  -0.00084567   0.03506338
2.3702351  -0.6043362   0.16658583   0.23699039  -0.00390182   0.03946402
3.4924569  -0.1788021   0.09058551   0.22955984  -0.00073847   0.02079425
5.4252096  -0.6380451   0.18283427   0.24328871   0.00031163   0.04448142
3.8582437  0.4555631   0.13854459   0.22906309  -0.00194627   0.03173166
4.7866314  -0.9283993   0.23617321   0.25802982   0.00185068   0.06093631
0.1384522  0.7184722   0.19608587   0.24599437  -0.00224418   0.04823098
3.3389304  0.1234187   0.08435106   0.22915132  -0.00259168   0.01932244
2.5778201  0.3116879   0.10952261   0.23391260  -0.00176157   0.02561562
3.6267697  0.1181749   0.08484628   0.22670636  -0.00212437   0.01923068
5.5419049  -0.1267404   0.08398575   0.22968161   0.00288665   0.01928165
2.7364973  -0.6515996   0.17671904   0.24261929  -0.00194041   0.04287168
4.7900336  1.1225568   0.24803498   0.25361905  -0.00074586   0.06290584
5.8555088  0.3076860   0.10469787   0.23262788   0.00285197   0.02434751
3.7495665  0.1277386   0.08566178   0.22559795  -0.00180098   0.01932188
5.5109753  -0.8477944   0.22457333   0.25081286  -0.00102782   0.05632482
4.0965381  0.1871642   0.09040805   0.22286387  -0.00033875   0.02014857
1.2575057  0.6157128   0.17691846   0.24447377   0.00051200   0.04325166
1.4160366  0.4106895   0.12983125   0.23524435  -0.00080580   0.03054142
3.9709285  0.3038150   0.10807207   0.22496557  -0.00113807   0.02431120
1.0236026  -0.3712955   0.11951993   0.22465310  -0.00003646   0.02685052
3.7459245  0.1701349   0.08965973   0.22581142  -0.00195840   0.02024236
3.4469125  -0.1199833   0.08460912   0.22899513  -0.00113798   0.01937378
2.6997367  -0.1819491   0.08691248   0.23065297  -0.00304284   0.02003736
3.7164441  1.0628901   0.24772169   0.25127727  -0.00181641   0.06224353
4.0612983  -0.1184768   0.08490482   0.22561371  -0.00035018   0.01915557
3.3314394  0.7352819   0.19812432   0.24466126  -0.00345208   0.04846143
4.3299552  0.7809559   0.20465481   0.23807241   0.00111756   0.04872142
1.8332239  0.1941224   0.09130500   0.22811583  -0.00271425   0.02082075
3.6289678  -0.3051854   0.11019553   0.23153730  -0.00008245   0.02551437
1.0142257  -0.4757967   0.14142282   0.22718495  -0.00002142   0.03212914
4.3827258  -0.2081869   0.09338018   0.22737880   0.00058276   0.02123233
3.7692384  -1.0318718   0.25145540   0.25601831  -0.00011829   0.06437717
0.7295160  -1.0012456   0.24098603   0.24800663   0.00069322   0.05976565
4.7771899  -0.3011315   0.10784116   0.23100704   0.00195340   0.02490825
2.6961988  0.3576650   0.11783176   0.23534021  -0.00160995   0.02772796
2.5924251  -0.3508265   0.11232906   0.23267576  -0.00342586   0.02612451
3.5134278  -0.1323818   0.08598658   0.22876979  -0.00099963   0.01967013
5.2300960  -0.8225138   0.22141618   0.25031275   0.00100188   0.05542229
5.9390177  0.0601675   0.07824026   0.23014985   0.00275787   0.01799938
3.0582702  -0.7359643   0.19658335   0.24714287   0.00117823   0.04858278
3.6072830  0.7364933   0.19938348   0.24081694  -0.00328014   0.04800416
3.3203957  1.3386289   0.26151538   0.26372769  -0.00286587   0.06896063
5.4244721  0.4361509   0.12969944   0.23140895   0.00426165   0.02999545
3.4248624  0.3795154   0.12235057   0.23235273  -0.00341353   0.02841684
4.0293951  -0.0575840   0.08122957   0.22466777  -0.00046418   0.01824945
5.9697329  -0.6963881   0.19096532   0.24671480   0.00017602   0.04711394
0.9556579  0.3764198   0.12412858   0.23310946   0.00052179   0.02893527
0.5693165  -0.5992075   0.17055196   0.23482847   0.00285671   0.04004229
3.7957988  0.9151827   0.23015139   0.24522182  -0.00165875   0.05643539
1.0333371  -0.6590306   0.18154046   0.23319845  -0.00034048   0.04233484
1.9872974  -1.3475649   0.26291242   0.25937235   0.00133902   0.06819042
2.1401889  -0.1243752   0.08193627   0.22610611  -0.00403089   0.01851004
1.1346910  0.1473921   0.08658955   0.22571208  -0.00030075   0.01954422
6.1366583  -0.0793248   0.08011915   0.23044489   0.00256700   0.01845646
2.0549325  -0.1570453   0.08465637   0.22537699  -0.00404277   0.01906325
4.3264178  0.2101277   0.09189246   0.22182669   0.00091198   0.02038337
2.5344018  -0.3762278   0.11719950   0.23272130  -0.00367008   0.02726135
2.0305457  0.8004398   0.21730720   0.24983156  -0.00136608   0.05428833
6.0486222  -0.4723698   0.14125195   0.23868905   0.00174681   0.03371224
0.4504956  0.1458740   0.08757085   0.22850798   0.00086827   0.02000988
1.0194137  -0.0462940   0.07983326   0.22275379  -0.00001142   0.01778316
6.1793011  -1.1760767   0.25365949   0.26300946   0.00054703   0.06671455
5.8246999  0.9323565   0.22803959   0.25241402   0.00199356   0.05755642
0.8824130  -0.4405467   0.13461597   0.22716163   0.00085206   0.03057886
1.2429453  0.4665953   0.14266148   0.23746300   0.00012748   0.03387681
2.5652681  0.5851960   0.16880663   0.24213214   0.00002073   0.04087351
4.4615751  0.2577043   0.09783736   0.22195998   0.00163365   0.02171331
5.3872836  0.2320603   0.09326851   0.22767204   0.00424120   0.02121665
5.2650863  -0.4623269   0.14252211   0.23705737   0.00164846   0.03378320
4.4596003  0.4976685   0.14425859   0.22695749   0.00158098   0.03273807
4.6616547  -1.0605682   0.25033280   0.26353472   0.00114169   0.06597008
1.4631893  0.8735730   0.22742477   0.25674808  -0.00049464   0.05839063
0.9768171  0.2895564   0.10726421   0.23008476   0.00035443   0.02467974
1.9641107  -0.2722215   0.09918033   0.22529341  -0.00401877   0.02232852
0.5279735  -0.1777668   0.09049016   0.22661810   0.00224684   0.02050166
0.0536725  -0.7044040   0.19156323   0.24514684   0.00283992   0.04695306
2.7078567  0.2719264   0.10210203   0.23329920  -0.00206268   0.02381607
1.4053764  0.5384927   0.15882163   0.24108733  -0.00046070   0.03828967
4.1034774  -0.1116781   0.08418218   0.22531573  -0.00023332   0.01896752
1.3864029  0.2139506   0.09376027   0.22764401  -0.00118052   0.02134257
1.3452924  0.5657807   0.16522405   0.24231231  -0.00007659   0.04003581
3.7738313  0.9795618   0.23870666   0.24781245  -0.00161954   0.05915186
3.5883035  0.5310334   0.15525423   0.23432750  -0.00338166   0.03636890
1.3753245  1.3289321   0.26258662   0.26936412   0.00028539   0.07073133
3.8164672  -0.9938999   0.24738467   0.25515270  -0.00056404   0.06312055
0.5016218  -0.5239881   0.15377671   0.23341164   0.00317051   0.03588322
5.5544789  0.2240251   0.09204505   0.22915930   0.00400466   0.02107694
4.9585485  -0.4695920   0.14364830   0.23754217   0.00202267   0.03411844
0.0449582  0.5935859   0.16766161   0.24170810  -0.00130621   0.04052346
2.7125240  -0.7553466   0.19808012   0.24617673  -0.00194061   0.04875895
0.5150972  -1.1889434   0.25728771   0.25585410   0.00192385   0.06582441
1.8611417  -0.7969090   0.20657611   0.23922995  -0.00177930   0.04941603
0.7681244  0.9840838   0.24611868   0.25558522   0.00142427   0.06290227
1.9161385  0.3122438   0.11050934   0.23183465  -0.00242819   0.02561400
5.2483118  -0.1044850   0.08230765   0.22762099   0.00322259   0.01872456
2.9647651  1.4894851   0.26237977   0.26846516   0.00015803   0.07043980
1.4439868  -0.0626094   0.07851177   0.22190015  -0.00203491   0.01741763
4.1057781  -0.9140554   0.23582363   0.25528407  -0.00223438   0.06019702
2.2005799  -0.4459725   0.13188390   0.23070611  -0.00425123   0.03040835
0.2552416  0.9302072   0.23515235   0.25319803  -0.00290251   0.05953169
2.7440721  -1.1944309   0.25369978   0.26165625  -0.00161473   0.06637953
2.4959094  -0.5550763   0.15539713   0.23699245  -0.00363480   0.03681474
2.5838584  1.2440254   0.26160687   0.26310340   0.00301883   0.06882054
5.8750038  0.7275683   0.19260310   0.24534291   0.00181117   0.04725052
2.5600916  0.9333013   0.23556966   0.25448200   0.00207188   0.05994394
4.4777625  1.2246727   0.25384584   0.25864583   0.00075937   0.06565559
2.5502566  1.3706977   0.26539817   0.26467395   0.00308094   0.07023449
5.4395429  -0.5485199   0.16211629   0.24016933   0.00068973   0.03893489
3.1763171  0.1594782   0.08702885   0.23052058  -0.00274327   0.02005441
1.0876169  -0.0912861   0.08135950   0.22214246  -0.00034755   0.01807328
0.0922538  -0.3522975   0.11641663   0.23357035   0.00318470   0.02718133
4.2263396  0.5156011   0.14969841   0.22801590   0.00046895   0.03413340
0.5839311  1.2045737   0.26400101   0.26009187  -0.00021089   0.06866447
0.2744132  0.4521770   0.13851956   0.23634487  -0.00091306   0.03273755
3.4938236  -0.5327608   0.15757756   0.23867422   0.00124539   0.03760815
5.7314153  1.0028728   0.23737741   0.25372130   0.00257465   0.06022107
5.8787418  0.2201643   0.09151085   0.23128550   0.00285604   0.02115698
2.1724688  0.0242795   0.07822322   0.22703773  -0.00354179   0.01774708
2.3490028  0.0587630   0.07936422   0.22857729  -0.00326480   0.01813020
1.1944047  0.6365192   0.18186766   0.24519423   0.00086104   0.04459216
6.1613094  -0.4942087   0.14584331   0.23901507   0.00225216   0.03485368
4.6074531  0.5314181   0.15106510   0.22811577   0.00205085   0.03445612
4.7649014  -0.2206238   0.09460613   0.22825177   0.00211056   0.02158956
1.2555363  0.8514709   0.22423165   0.25540656   0.00114749   0.05726892
0.4115437  0.4345341   0.13589455   0.23537175  -0.00064673   0.03198532
0.6664928  1.3211554   0.26789612   0.26223162   0.00086837   0.07025008
3.4087668  0.3645463   0.11934331   0.23218408  -0.00338383   0.02769817
1.2156720  -0.6238497   0.17266592   0.23144965  -0.00114249   0.03996216
2.7136502  0.4306820   0.13295488   0.23742904  -0.00123132   0.03156583
2.9992770  0.8464974   0.21801220   0.25209370  -0.00087916   0.05495873
0.9771716  -0.0290108   0.07967556   0.22312224   0.00017328   0.01777736
2.9890596  -0.5224425   0.14959987   0.23937659  -0.00028067   0.03581063
1.9745441  0.4025389   0.12903276   0.23492649  -0.00213603   0.03030865
0.1292989  -0.5811303   0.16538450   0.23992008   0.00335358   0.03966782
6.0223357  -0.1769587   0.08839817   0.23165250   0.00253849   0.02047121
2.5022254  -1.1218880   0.24967851   0.25637686  -0.00278592   0.06400403
2.2076179  -0.4221226   0.12685096   0.23025450  -0.00428329   0.02918966
4.4490749  1.0924075   0.24535993   0.25285149   0.00102020   0.06203858
4.3252681  -0.5216777   0.15554148   0.23979400  -0.00052412   0.03729764
3.1312654  1.0319852   0.24228975   0.25788391  -0.00170672   0.06247971
2.4464196  0.6868580   0.19250226   0.24534674   0.00055124   0.04722950
5.5672718  -1.0354666   0.24956574   0.25695372  -0.00200055   0.06412284
4.1802262  -1.1372931   0.25796053   0.26325873  -0.00290340   0.06790193
3.8515024  0.3252271   0.11230197   0.22644836  -0.00185306   0.02542716
0.0355581  0.4062541   0.12615377   0.23573056  -0.00015109   0.02973828
2.5988672  0.0645461   0.07927106   0.22991341  -0.00292464   0.01821693
1.8410858  -0.8233797   0.21128607   0.24026559  -0.00152702   0.05076244
5.0243580  -0.3925972   0.12668291   0.23454405   0.00220113   0.02970788
3.4952845  -0.1809731   0.09085210   0.22957814  -0.00072359   0.02085713
5.7465878  -0.0410526   0.07827812   0.22976738   0.00299240   0.01797681
5.9828445  0.1296735   0.08223666   0.23060198   0.00255877   0.01895739
2.8924381  0.8590728   0.22067362   0.25287569   0.00014787   0.05580297
5.1853894  0.7157930   0.19099355   0.23713493   0.00298411   0.04528234
0.0039432  -0.0956099   0.08155387   0.23007654   0.00255715   0.01875709
0.6802403  0.2830619   0.10678776   0.23034737   0.00038373   0.02459813
5.4603278  0.4781333   0.13866177   0.23282287   0.00418502   0.03226612
3.8344808  -0.6706186   0.19125527   0.24364060  -0.00021746   0.04659750
6.0400800  0.4854677   0.14077443   0.23798573   0.00112118   0.03350105
6.2003089  -0.7783945   0.20594665   0.24913892   0.00163926   0.05130664
1.0492117  0.6548556   0.18670452   0.24518421   0.00130328   0.04577530
0.3549458  0.7490258   0.20541264   0.24633954  -0.00206572   0.05059699
4.9905093  -0.6321933   0.18144897   0.24420011   0.00189818   0.04430625
5.0707339  1.0228069   0.24037738   0.24853934   0.00037976   0.05974309
4.3581636  -0.3005322   0.10821655   0.23053908   0.00025371   0.02494808
2.1969086  -0.5187406   0.14779003   0.23247845  -0.00411639   0.03434105
1.9075314  0.6830159   0.19300748   0.24599433  -0.00182584   0.04747541
4.0366600  1.1435237   0.25284016   0.25332972   0.00120622   0.06405047
4.0387936  -0.1986582   0.09355159   0.22754113  -0.00039788   0.02128668
0.0835036  -0.2104122   0.09316327   0.23089370   0.00290554   0.02150237
4.3101124  -0.7739484   0.21082872   0.25141770  -0.00141895   0.05300406
1.4142816  -0.7138969   0.19048905   0.23512903  -0.00150020   0.04478726
3.6402344  -0.9017504   0.23414697   0.25155810   0.00129711   0.05889988
3.4582892  -1.0911441   0.25401580   0.25794515   0.00283980   0.06551408
5.5491287  0.5348773   0.15103722   0.23537719   0.00395296   0.03553509
3.8330726  0.2624471   0.10172575   0.22575299  -0.00183302   0.02296153
5.7500861  0.0141976   0.07739454   0.22954226   0.00313823   0.01775547
5.8859080  -0.2273902   0.09510560   0.23245718   0.00228657   0.02210275
4.9112294  0.3208177   0.10726237   0.22430563   0.00346005   0.02404758
4.7025578  -0.2936905   0.10641615   0.23063874   0.00170530   0.02454078
2.7443927  0.3971089   0.12566565   0.23648444  -0.00149801   0.02971573
5.7757345  0.3527246   0.11269508   0.23303451   0.00321639   0.02625150
3.2625848  -0.1077615   0.08259647   0.22979309  -0.00147669   0.01897792
3.3764708  1.0723643   0.24711213   0.25604928  -0.00316800   0.06326284
1.4580195  0.4707787   0.14319651   0.23795371  -0.00086988   0.03407338
3.3897144  -0.4093782   0.12898113   0.23517670   0.00065094   0.03033293
4.3175184  0.8786678   0.22122116   0.24255046   0.00118839   0.05365588
5.2041890  -0.3272835   0.11361303   0.23262502   0.00229858   0.02642395
6.1605459  -0.3097741   0.10817114   0.23385903   0.00261754   0.02528995
4.5346208  -0.6111157   0.17555146   0.24455908   0.00024567   0.04293264
4.1573653  -0.0247929   0.07961909   0.22357872  -0.00002029   0.01780113
3.2997671  -1.3752855   0.26415536   0.26518741   0.00314618   0.07004078
4.6256924  0.3124063   0.10614965   0.22280671   0.00239236   0.02364513
4.7918649  0.2975349   0.10329503   0.22324051   0.00305891   0.02305028
1.9153339  -0.2954729   0.10292242   0.22512408  -0.00390324   0.02315508
1.8024114  0.6159780   0.17756751   0.24373280  -0.00189647   0.04327543
1.5339234  0.0815166   0.08013505   0.22430742  -0.00212788   0.01797036
2.5141503  -1.1540954   0.25211763   0.25750986  -0.00276366   0.06491514
4.3632945  -1.0586331   0.25054526   0.26304117  -0.00180728   0.06590045
4.8581418  1.1695258   0.25185555   0.25519603  -0.00116977   0.06427117
0.9185471  0.2350762   0.09858456   0.22847860   0.00037906   0.02252432
2.3708469  -0.4347928   0.12928310   0.23236254  -0.00415109   0.03002332
1.7015791  -0.8641006   0.21774013   0.24191271  -0.00093781   0.05267323
5.5469140  -0.2528446   0.09996688   0.23196398   0.00219844   0.02318388
0.1178255  0.0940964   0.08169114   0.22968923   0.00156211   0.01876113
1.0705328  -0.3134249   0.10840320   0.22338523  -0.00030608   0.02421558
