%% LAL: 7.6.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALFrame: 3.0.5 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALSimulation: 6.0.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALInference: 4.1.7 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALPulsar: 7.0.1 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% argv[0]: '/home/damoncht/.conda/envs/ml/bin/lalpulsar_ComputeAntennaPattern'
%% argv[1]: '@L1config.txt'
%% columns:
%% Alpha   Delta        A_L1         B_L1         C_L1         D_L1
5.6257414  -0.4090359   0.23081274   0.18887128   0.00347417   0.04358183
5.2579875  -0.3753236   0.23282956   0.18831402   0.00453710   0.04382448
0.9485056  -0.9358015   0.18902330   0.17456973  -0.00102527   0.03299669
6.1949084  0.5405038   0.21080326   0.18697433  -0.00103150   0.03941373
3.4455677  -0.6287927   0.20868695   0.18546318   0.00374679   0.03868971
0.4149472  -1.1699176   0.17844826   0.17595933   0.00228358   0.03139442
3.1372706  1.2006112   0.17619888   0.17886002  -0.00044904   0.03151474
3.7841629  -0.3184167   0.23982300   0.18795472   0.00365540   0.04506250
1.5601309  -0.1678798   0.24391079   0.18316719  -0.00750085   0.04462019
0.7423235  0.1952127   0.24834584   0.18806653  -0.00372400   0.04669167
5.9038803  0.7045169   0.19411962   0.18304549   0.00143942   0.03553065
0.8176007  0.2813753   0.24325433   0.18763292  -0.00375249   0.04562844
0.1883864  0.0524752   0.24989405   0.19080469  -0.00057462   0.04768063
3.4629676  -0.7449536   0.19950381   0.18370023   0.00376409   0.03663473
0.3834696  -0.2962132   0.24391408   0.18819903   0.00061726   0.04590401
4.8631242  -0.3634618   0.23392528   0.18784097   0.00445454   0.04392091
0.0443406  0.1508633   0.24439491   0.19084875  -0.00022348   0.04664241
0.4141671  0.1693602   0.24754322   0.18958704  -0.00259542   0.04692425
2.4144111  -0.1579590   0.23951183   0.18825585  -0.00594071   0.04505421
1.0442722  0.9622019   0.19078544   0.18162239   0.00100286   0.03464990
3.7919110  1.1866515   0.17894404   0.17365976  -0.00131329   0.03107365
5.6709499  0.1749432   0.23861381   0.18887956   0.00513883   0.04504287
4.3878453  -0.7455439   0.20402105   0.18560614   0.00008937   0.03786755
3.3622345  0.7435853   0.20317726   0.18367286  -0.00255137   0.03731164
4.7186225  -0.0407641   0.24838494   0.18562384   0.00674979   0.04606061
1.3523593  -0.6937600   0.20314969   0.17640992  -0.00462789   0.03581620
3.7434806  0.7758360   0.20196053   0.17926857  -0.00146308   0.03620304
5.4771117  -1.2256521   0.18061426   0.17638969   0.00008177   0.03185849
5.6741990  0.8156027   0.18612564   0.17915036   0.00274882   0.03333692
2.6365936  -0.3164574   0.22846834   0.18800181  -0.00394512   0.04293690
1.9502335  0.0568124   0.24613073   0.18708788  -0.00697782   0.04599939
4.6677291  -0.7157034   0.20505936   0.18678628   0.00103974   0.03830119
5.9551452  0.3591772   0.22554538   0.18849042   0.00210217   0.04250872
1.6878496  0.8275587   0.19627637   0.18573731  -0.00120413   0.03645439
0.6951490  -0.5798104   0.22014292   0.18143678  -0.00000219   0.03994202
0.5528253  -1.1262143   0.18047053   0.17502613   0.00193349   0.03158332
3.5403173  -0.8303801   0.19474970   0.18216446   0.00358770   0.03546360
4.1491103  -1.2862794   0.17958438   0.17669588  -0.00185592   0.03172838
6.1089973  0.6202145   0.20259093   0.18558124  -0.00040492   0.03759691
5.9516980  -1.1116117   0.18044873   0.17948988  -0.00114071   0.03238742
3.7193172  0.4619445   0.23131913   0.18440002  -0.00033476   0.04265514
4.2065877  -0.0249738   0.25294977   0.18613027   0.00494394   0.04705717
2.5184572  -0.0757223   0.24340485   0.18963070  -0.00524721   0.04612950
5.9124917  0.9988701   0.17775147   0.17861409   0.00106794   0.03174778
5.5274444  -0.6578729   0.21004646   0.18569779   0.00199052   0.03900120
4.8159982  -0.1530562   0.24559152   0.18680951   0.00616468   0.04584083
4.5542244  0.3718370   0.23196152   0.18038595   0.00672156   0.04179742
2.1037805  -0.9335457   0.18091615   0.17462234  -0.00247637   0.03158587
3.3260123  0.8226502   0.19628038   0.18278737  -0.00243350   0.03587165
0.1168280  1.3679338   0.17391147   0.17683983  -0.00158344   0.03075197
0.7894691  -0.3550186   0.24011400   0.18390170  -0.00205305   0.04415316
4.1644836  -0.6691065   0.21114701   0.18515590   0.00108359   0.03909394
5.3441715  -1.0775032   0.18452172   0.17922103   0.00106191   0.03306905
6.1060868  0.8215964   0.18712603   0.18253027  -0.00062882   0.03415577
4.7902667  0.8152454   0.18980053   0.17533432   0.00401069   0.03326246
2.5642100  0.2643336   0.24042168   0.19014047  -0.00408040   0.04569724
1.3692928  -0.4894883   0.22204091   0.17885834  -0.00599321   0.03967795
4.0305271  -0.6604774   0.21192999   0.18471855   0.00174459   0.03914436
3.1585435  -0.1092326   0.24609998   0.19107439  -0.00023850   0.04702335
0.5872473  -0.4840380   0.22929795   0.18398386   0.00038476   0.04218697
3.3191953  -0.8532088   0.18973324   0.18244782   0.00330831   0.03460547
1.9136058  -0.6960994   0.19684096   0.17701617  -0.00509107   0.03481811
0.8253544  -0.3226644   0.24239007   0.18402717  -0.00253987   0.04459991
4.5661498  -0.8249709   0.19713579   0.18568501  -0.00004084   0.03660516
0.6340248  -0.6614119   0.21236402   0.18075258   0.00086062   0.03838460
2.9733592  1.1637087   0.17772709   0.17933728   0.00060507   0.03187273
4.6531129  -0.8308688   0.19636615   0.18582581   0.00031646   0.03648980
1.0162948  -0.3948441   0.23518969   0.18157087  -0.00388721   0.04268849
1.8021004  -0.4957455   0.21583688   0.17935602  -0.00693294   0.03866358
0.0120911  1.4672399   0.17284520   0.17669415  -0.00059079   0.03054039
1.2484204  0.6131457   0.21502173   0.18661551  -0.00119276   0.04012497
2.0395087  -0.3603301   0.22604778   0.18269193  -0.00734849   0.04124311
5.6618260  -1.0074711   0.18655884   0.17999563  -0.00041073   0.03357961
3.9428226  -0.5169159   0.22409731   0.18611941   0.00295896   0.04170010
2.7690205  -0.5138661   0.21088120   0.18611479  -0.00196159   0.03924426
0.2469097  0.2707333   0.23916420   0.18964392  -0.00233506   0.04535058
0.3348579  0.6392289   0.20828581   0.18523318  -0.00380169   0.03856699
5.2281335  -0.5813926   0.21619807   0.18688166   0.00310055   0.04039384
4.5133533  -0.6119807   0.21449198   0.18705089   0.00135831   0.04011907
4.6305002  0.8509009   0.18886326   0.17501000   0.00370288   0.03303925
0.5496740  0.3932947   0.23299594   0.18765371  -0.00368093   0.04370900
0.8760137  -0.7393066   0.20447899   0.17743745  -0.00097374   0.03628128
0.5662141  -0.4259316   0.23451667   0.18501943   0.00021506   0.04339009
0.4522846  -0.7727694   0.20178212   0.18092115   0.00226248   0.03650154
3.2089738  0.6152280   0.21438198   0.18656440  -0.00241671   0.03999020
2.7879380  0.2202615   0.24328183   0.19094588  -0.00339124   0.04644216
4.7813179  -1.1960421   0.17872272   0.18129182   0.00054160   0.03240067
0.4113919  -1.0072317   0.18500936   0.17791319   0.00246175   0.03290955
0.5487686  1.3188019   0.17871183   0.17494544  -0.00156964   0.03126236
5.6053759  0.0626419   0.24377495   0.18938941   0.00558505   0.04613720
3.9206301  0.0587185   0.25412712   0.18712635   0.00336237   0.04754257
4.2583623  -0.8550312   0.19678840   0.18360594  -0.00058867   0.03613117
5.1218885  1.5008068   0.17453407   0.17368466  -0.00179754   0.03031066
2.8458781  -0.9420956   0.18005769   0.18002050  -0.00048131   0.03241384
6.0916171  0.5512476   0.20869400   0.18651940  -0.00003088   0.03892548
0.6256251  -0.7815724   0.20149924   0.17893673   0.00131082   0.03605390
3.3716680  -0.5716546   0.21256629   0.18643747   0.00343784   0.03961850
1.4483888  0.5404343   0.22038795   0.18749793  -0.00217085   0.04131757
5.9231664  0.1065347   0.24310336   0.19069391   0.00326332   0.04634768
3.1525461  0.4645751   0.22821967   0.18870941  -0.00243702   0.04306126
2.8889912  0.4623683   0.22726820   0.18911761  -0.00251745   0.04297408
2.1503041  -0.8221066   0.18661787   0.17620847  -0.00357622   0.03287086
5.0732831  0.3488508   0.22782859   0.18215321   0.00760529   0.04144187
1.5001435  0.3727304   0.23409824   0.18760730  -0.00385388   0.04390369
6.1984426  -0.6453262   0.21096627   0.18668807   0.00205253   0.03938067
4.0195016  0.9046294   0.19150069   0.17521131   0.00050394   0.03355283
3.3882094  -0.4711447   0.22205885   0.18768461   0.00324052   0.04166653
0.0379652  1.0006524   0.18039930   0.18055108  -0.00222764   0.03256633
0.1146986  1.0666707   0.17907821   0.17963092  -0.00253052   0.03216158
4.7257560  0.8740179   0.18639265   0.17488125   0.00346907   0.03258455
4.2002853  0.5197254   0.22340010   0.17950770   0.00366673   0.04008859
0.3187529  -1.0170731   0.18400848   0.17876297   0.00246246   0.03288784
2.7951702  -0.1765819   0.23947853   0.19026178  -0.00295038   0.04555491
5.4022531  -0.3750843   0.23300570   0.18859182   0.00428106   0.04392464
5.1055976  0.7122908   0.19520353   0.17697288   0.00487221   0.03452199
0.3371839  -0.3878949   0.23684815   0.18758887   0.00138997   0.04442814
1.2198763  0.2191135   0.24581715   0.18691729  -0.00455595   0.04592672
1.3549122  0.7646261   0.20194544   0.18596518  -0.00011449   0.03755481
5.0613961  -0.5484738   0.21879518   0.18741024   0.00330358   0.04099354
4.2826797  0.9352617   0.18728343   0.17428923   0.00231669   0.03263612
4.3743781  -1.3478896   0.17671998   0.17792915  -0.00205692   0.03143940
0.4760556  -0.6345140   0.21461549   0.18283759   0.00179563   0.03923656
6.1081326  -0.2396751   0.24332146   0.19099209   0.00271114   0.04646512
4.9206662  0.5259679   0.21325174   0.17885208   0.00671695   0.03809540
0.0164734  -0.1533609   0.24808900   0.19110867   0.00166873   0.04740918
2.4849216  0.6069064   0.21432367   0.18654326  -0.00209301   0.03997625
0.0693786  -0.0192703   0.24996181   0.19122297   0.00065650   0.04779801
4.3498764  0.7641809   0.19897124   0.17582180   0.00348917   0.03497131
4.0587945  0.3186617   0.24210176   0.18334253   0.00335941   0.04437626
1.4565990  0.4207095   0.23054041   0.18761832  -0.00329855   0.04324272
5.4241095  -0.9421780   0.19037506   0.18119228   0.00093841   0.03449361
5.6122474  -0.2480990   0.24102536   0.18988560   0.00449801   0.04574701
1.5341192  0.4472006   0.22800902   0.18773401  -0.00324609   0.04279451
3.5596870  0.3455078   0.24060901   0.18739645  -0.00071829   0.04508876
4.6972013  -0.7350671   0.20341088   0.18667057   0.00104064   0.03796974
0.5692912  0.2910897   0.24128293   0.18836547  -0.00354600   0.04543680
3.8765315  -0.1232224   0.25160283   0.18811089   0.00362419   0.04731610
2.5122709  1.2153724   0.18007915   0.17668352   0.00105850   0.03181590
1.5057975  -0.0556096   0.24833725   0.18448852  -0.00703615   0.04576586
3.4163130  0.5176932   0.22489071   0.18647367  -0.00217184   0.04193148
3.1353453  1.2649809   0.17484720   0.17823084  -0.00029479   0.03116308
2.1602696  -0.8393559   0.18556309   0.17601417  -0.00340490   0.03265014
3.7051477  -0.6214515   0.21306390   0.18496719   0.00351920   0.03939745
0.2100347  -0.9739506   0.18584937   0.18038127   0.00227053   0.03351859
2.0105757  -0.5378871   0.21008529   0.17975236  -0.00639501   0.03772243
2.8779964  0.5336015   0.22092240   0.18826960  -0.00222668   0.04158801
4.7300140  0.1253267   0.24545412   0.18375814   0.00749488   0.04504802
4.5775547  0.0864491   0.24836561   0.18410830   0.00690087   0.04567855
0.5686259  0.9817822   0.18863483   0.17941171  -0.00236092   0.03383772
5.9566573  0.6969561   0.19496354   0.18355806   0.00095749   0.03578621
3.3068294  0.5170443   0.22429669   0.18729386  -0.00237580   0.04200375
3.8240933  -1.1788618   0.18249825   0.17646742   0.00081026   0.03220434
4.0890614  0.3780026   0.23724663   0.18229167   0.00335399   0.04323684
3.9834717  -0.3609563   0.23742816   0.18726815   0.00351789   0.04445036
1.4566167  0.1010268   0.24853513   0.18605964  -0.00603758   0.04620590
5.6982470  0.3799988   0.22275236   0.18656783   0.00443231   0.04153878
5.3665727  0.2044217   0.23701338   0.18629578   0.00697575   0.04410593
1.6043860  0.2671762   0.24072026   0.18737134  -0.00506767   0.04507840
5.6315204  -0.3580919   0.23453280   0.18931352   0.00378907   0.04438587
2.2306461  0.4725125   0.22549021   0.18782921  -0.00363551   0.04234043
3.7798221  0.1276064   0.25282604   0.18765232   0.00213808   0.04743882
5.7149856  0.0305174   0.24491012   0.19019832   0.00486125   0.04655786
0.0183658  -0.2395674   0.24465020   0.19068070   0.00199905   0.04664607
4.6284528  -0.3892804   0.23289204   0.18762158   0.00366650   0.04368213
1.2530778  0.8195504   0.19845395   0.18492326   0.00044277   0.03669856
4.4604997  -1.0607372   0.18436629   0.18246351  -0.00144850   0.03363802
1.5255572  -0.5606513   0.21308339   0.17790340  -0.00615127   0.03787042
5.3503598  -0.4619160   0.22631954   0.18789952   0.00375354   0.04251124
0.5840643  0.4279167   0.23036906   0.18723853  -0.00368617   0.04312038
3.8495888  -0.0578188   0.25347599   0.18813506   0.00336444   0.04767640
2.8526836  0.1292836   0.24651635   0.19134063  -0.00314964   0.04715867
5.6335324  0.3432926   0.22597308   0.18658546   0.00507316   0.04213755
6.1878070  -0.7640027   0.20032749   0.18499394   0.00156373   0.03705693
6.1109240  -0.8318230   0.19491607   0.18403322   0.00091922   0.03587019
1.9818334  0.6741519   0.20828405   0.18622078  -0.00259826   0.03878007
4.2289809  -0.2955795   0.24189857   0.18719514   0.00382495   0.04526761
2.4292234  -1.0701287   0.17632888   0.17460784  -0.00187707   0.03078488
1.2532878  -0.2941782   0.24021049   0.18178041  -0.00604132   0.04362906
4.1505396  -0.4109726   0.23338133   0.18699329   0.00306244   0.04363136
1.1915012  -0.1663498   0.24835397   0.18366356  -0.00580601   0.04557987
1.2211830  -0.5875179   0.21485354   0.17789789  -0.00458110   0.03820100
1.5965637  1.2876453   0.17649782   0.18013977  -0.00030439   0.03179418
5.5074155  -1.0070975   0.18717392   0.17990577   0.00031932   0.03367357
4.3024118  1.0360381   0.18172200   0.17364739   0.00207680   0.03155124
2.7724587  0.2054769   0.24382503   0.19097839  -0.00347872   0.04655321
4.3755013  0.6786449   0.20613891   0.17673571   0.00413410   0.03641502
2.9032754  0.6338379   0.21177468   0.18694423  -0.00176776   0.03958693
3.0914791  0.4095976   0.23261030   0.18948396  -0.00247793   0.04406978
0.5662533  -0.3817933   0.23824926   0.18561095  -0.00004791   0.04422167
4.0937373  -0.2435848   0.24566120   0.18736738   0.00396915   0.04601314
4.6288316  -0.2064367   0.24460918   0.18687975   0.00531723   0.04568423
4.6375457  -0.0073192   0.24913159   0.18517837   0.00671878   0.04608864
1.1004513  0.2925886   0.24204347   0.18718499  -0.00385644   0.04529203
0.3843930  0.5377335   0.21805705   0.18649277  -0.00377503   0.04065181
1.4122990  0.9323239   0.19027717   0.18452497   0.00061254   0.03511051
4.5855997  -0.9487405   0.18919291   0.18444476  -0.00051726   0.03489537
1.2412026  -0.9523947   0.18517007   0.17420925  -0.00265463   0.03225129
0.8022072  -0.9515500   0.18883817   0.17506109   0.00021487   0.03305817
1.0903241  -0.2288699   0.24633588   0.18336765  -0.00505423   0.04514449
0.3937268  0.3049034   0.23842643   0.18890357  -0.00316787   0.04502957
0.5470245  0.1003626   0.25162739   0.18907954  -0.00282534   0.04756961
5.4504638  -0.5531555   0.21885802   0.18705457   0.00289563   0.04093001
2.3762195  0.0528329   0.24564810   0.18947317  -0.00578375   0.04651027
5.8304031  0.6855442   0.19538277   0.18275680   0.00214554   0.03570293
5.8363468  -0.6611092   0.20943901   0.18619205   0.00142680   0.03899384
1.7628814  -0.6104634   0.20558545   0.17767861  -0.00601745   0.03649193
5.3108540  0.4254013   0.21949033   0.18265115   0.00664345   0.04004603
5.8668982  -0.9949722   0.18584411   0.18089354  -0.00070198   0.03361751
0.3205936  0.1123049   0.24925344   0.19016783  -0.00177703   0.04739683
2.0331327  -0.3424778   0.22760874   0.18291534  -0.00742745   0.04157796
2.4023288  -0.3160456   0.22834279   0.18624455  -0.00579749   0.04249399
5.0993101  0.0385448   0.24526942   0.18628544   0.00744160   0.04563474
0.6919105  0.7469810   0.20415258   0.18310858  -0.00245609   0.03737606
1.2490095  0.4513277   0.22908963   0.18724225  -0.00266519   0.04288816
2.6322540  -0.3331976   0.22702949   0.18776077  -0.00393061   0.04261178
3.6804393  -0.9556701   0.18954721   0.17986162   0.00264592   0.03408527
4.9878642  0.1056665   0.24393460   0.18493518   0.00774971   0.04505203
5.4783666  -0.4016804   0.23116645   0.18857656   0.00390840   0.04357730
2.5259509  0.2808841   0.23944014   0.18992695  -0.00412869   0.04545909
0.2413522  0.8482730   0.19106966   0.18235919  -0.00352513   0.03483088
5.7826396  1.2792639   0.17397767   0.17453128   0.00170129   0.03036165
2.5647955  0.0149944   0.24572505   0.19034527  -0.00486920   0.04674889
5.7285020  0.7112583   0.19324017   0.18141539   0.00284916   0.03504862
0.2789412  -0.6317783   0.21393035   0.18483008   0.00244441   0.03953479
2.7073587  -0.8961072   0.18179195   0.17951794  -0.00153235   0.03263257
1.2619708  0.8220348   0.19822751   0.18495150   0.00045104   0.03666227
1.5283752  -1.1784956   0.17408797   0.17410721  -0.00115273   0.03030864
6.1843857  -0.4803052   0.22626179   0.18882731   0.00244935   0.04271841
5.8127002  0.7864045   0.18797754   0.18092678   0.00199951   0.03400617
1.3927005  1.0644580   0.18378194   0.18282788   0.00111442   0.03359922
2.8629571  0.3807485   0.23383021   0.18993114  -0.00281073   0.04440374
2.7067341  -0.0479929   0.24490523   0.19072387  -0.00393849   0.04669376
2.7681365  -0.5925619   0.20360968   0.18489152  -0.00170114   0.03764281
0.0031517  0.6357397   0.20334874   0.18576288  -0.00211723   0.03777017
4.3191713  0.7399248   0.20142372   0.17614250   0.00343742   0.03546746
3.9386721  -0.0664289   0.25335309   0.18766649   0.00376797   0.04753169
2.3922761  0.8645641   0.19468829   0.18235792  -0.00076918   0.03550236
2.6995528  0.1862597   0.24423651   0.19087313  -0.00382967   0.04660352
4.9684580  0.3799466   0.22611600   0.18112697   0.00757439   0.04089833
0.3594601  0.7788678   0.19763626   0.18307464  -0.00372921   0.03616828
2.9002499  -0.0963642   0.24430758   0.19106643  -0.00233432   0.04667353
1.0529241  -0.3482799   0.23860699   0.18199469  -0.00439481   0.04340589
2.7743712  0.0113713   0.24650013   0.19115436  -0.00352572   0.04710714
4.1273003  0.5531031   0.22100003   0.17945772   0.00284433   0.03965207
5.1082557  -0.0769838   0.24594240   0.18731591   0.00684373   0.04602209
0.4294841  -0.1371479   0.25177041   0.18912651  -0.00072186   0.04761594
6.0282026  -0.7732754   0.19964087   0.18486193   0.00095230   0.03690509
2.6357330  1.2252535   0.17894177   0.17706335   0.00157170   0.03168156
1.5729438  -0.1352998   0.24522361   0.18360525  -0.00747785   0.04496843
5.6518449  0.6358460   0.19935170   0.18201295   0.00370334   0.03627087
4.6316171  1.2710585   0.17277624   0.17434926   0.00088188   0.03012263
3.1836189  0.9954052   0.18415391   0.18121591  -0.00138500   0.03336970
0.1655401  -0.6195582   0.21447533   0.18591191   0.00249506   0.03986729
4.9517391  -1.2451800   0.17815061   0.17965767   0.00160367   0.03200355
4.9180510  0.0010525   0.24683769   0.18576975   0.00730850   0.04580156
5.7067858  -0.3186204   0.23729308   0.18982267   0.00379854   0.04502918
2.6302676  0.0361072   0.24612096   0.19070071  -0.00444741   0.04691566
0.2174945  0.6407819   0.20623173   0.18550010  -0.00349658   0.03824378
3.5980331  0.9244651   0.19015464   0.17857228  -0.00238690   0.03395065
0.2112704  -0.5978992   0.21681507   0.18587688   0.00246283   0.04029484
4.7807768  0.4632989   0.22073692   0.17930931   0.00702498   0.03953083
3.6996584  -0.7140725   0.20535104   0.18363157   0.00331944   0.03769791
4.6577577  0.0303817   0.24864633   0.18478610   0.00696212   0.04589791
2.6871477  -0.5093329   0.21097350   0.18561423  -0.00277880   0.03915196
1.5589260  -0.7768707   0.19356152   0.17561825  -0.00439389   0.03397363
4.7869963  -0.0963019   0.24721974   0.18628374   0.00653278   0.04601034
1.7482603  -0.6524474   0.20196667   0.17712346  -0.00562861   0.03574135
3.0169067  -0.6160608   0.20347546   0.18581259   0.00089162   0.03780751
2.7849958  -0.2148900   0.23694114   0.18990226  -0.00291620   0.04498715
3.6123053  0.4592128   0.23130177   0.18549021  -0.00104927   0.04290311
5.7522309  -0.6832385   0.20767820   0.18565114   0.00133352   0.03855392
3.5009024  1.1828633   0.17778237   0.17640346  -0.00227565   0.03135625
4.4189905  -0.4602562   0.22818975   0.18728933   0.00260785   0.04273070
4.6274333  -0.6607628   0.20977595   0.18707383   0.00127837   0.03924196
1.6006983  -0.0671126   0.24715517   0.18449168  -0.00734155   0.04554417
3.6284485  -0.5826551   0.21548660   0.18564191   0.00376069   0.03998920
4.8056884  1.1741340   0.17385827   0.17396222   0.00060307   0.03024441
3.8008636  0.3758546   0.23877756   0.18480816   0.00081451   0.04412738
4.3884271  0.8195252   0.19404368   0.17523451   0.00337202   0.03399178
4.2436284  1.1105689   0.17930940   0.17321116   0.00169602   0.03105551
2.2254976  -0.9598817   0.17968595   0.17472266  -0.00232951   0.03138978
2.7437229  -0.5605075   0.20641756   0.18522403  -0.00204795   0.03822930
2.0239126  -1.4215429   0.17433105   0.17294817   0.00143271   0.03014818
2.0693835  -0.3456051   0.22711137   0.18312925  -0.00731821   0.04153718
2.8733021  -0.9843132   0.17851019   0.17963955  -0.00029470   0.03206740
1.6356267  0.7195979   0.20446420   0.18676603  -0.00147294   0.03818480
6.0543176  -1.3307229   0.17485693   0.17740035  -0.00137926   0.03101778
1.7482601  -0.5997538   0.20671800   0.17777903  -0.00611283   0.03671276
5.0913816  -0.6714734   0.20844950   0.18635248   0.00259311   0.03883836
4.6983023  0.1757632   0.24356154   0.18305983   0.00750121   0.04453006
4.5520482  -0.1137381   0.24860345   0.18615636   0.00581507   0.04624530
3.7192983  0.8635338   0.19487253   0.17817345  -0.00178759   0.03471792
3.6761467  0.5409145   0.22382955   0.18367068  -0.00105464   0.04110981
2.3217028  0.0232614   0.24547257   0.18902367  -0.00613674   0.04636247
2.2375293  -0.4653721   0.21548623   0.18255132  -0.00615137   0.03929946
3.7357713  -0.9529992   0.19028184   0.17984243   0.00228677   0.03421552
3.7243988  -0.8288301   0.19734094   0.18182783   0.00282160   0.03587411
5.8598598  -0.6612207   0.20940016   0.18624686   0.00142382   0.03899809
4.2687055  0.9711950   0.18533295   0.17401654   0.00212302   0.03224649
1.7599441  1.0302376   0.18481061   0.18302375  -0.00119747   0.03382330
1.6445073  -0.4199588   0.22462915   0.17991142  -0.00726457   0.04036058
6.0682566  -0.4292886   0.23020306   0.18948384   0.00259865   0.04361301
4.9490518  -0.5095086   0.22210208   0.18772095   0.00341355   0.04168156
3.8501556  -0.3415337   0.23845762   0.18762787   0.00365518   0.04472793
5.9416753  0.9567392   0.17931749   0.17944761   0.00084735   0.03217738
4.7469507  -0.7066697   0.20557235   0.18687704   0.00142346   0.03841473
5.2994602  -0.2266949   0.24163696   0.18872318   0.00556289   0.04557155
2.3850363  1.3021864   0.17923529   0.17528147   0.00035412   0.03141650
3.5308251  -0.2594105   0.24172735   0.18923816   0.00294936   0.04573534
2.5453438  0.8361354   0.19609958   0.18299475  -0.00042552   0.03588501
4.2253652  -0.6610458   0.21164748   0.18551946   0.00095921   0.03926381
2.8685344  -0.8794401   0.18312737   0.18109570  -0.00026614   0.03316351
1.8017668  -0.3668829   0.22749361   0.18119706  -0.00763025   0.04116295
4.5755722  -0.5545916   0.21921171   0.18742816   0.00200758   0.04108242
3.0679822  0.6936981   0.20654067   0.18598241  -0.00191737   0.03840926
5.1921367  -0.6321762   0.21186747   0.18644929   0.00281913   0.03949459
1.9625046  -0.4912930   0.21477987   0.18019207  -0.00681869   0.03865513
1.5329710  -0.1653075   0.24434519   0.18316692  -0.00741602   0.04470096
1.3848586  0.2035913   0.24545340   0.18679887  -0.00507754   0.04582464
3.4563363  0.5694146   0.22015855   0.18541293  -0.00222105   0.04081531
2.1099724  1.5184310   0.17645751   0.17378265  -0.00153987   0.03066288
1.5676665  -0.1565421   0.24435946   0.18332452  -0.00750459   0.04474076
4.5659493  -0.2163385   0.24455526   0.18689342   0.00507541   0.04568001
6.1354750  -0.1878435   0.24572776   0.19122937   0.00254146   0.04698391
2.5473301  -0.1955389   0.23736480   0.18879423  -0.00497713   0.04478833
0.4390743  0.5619997   0.21666451   0.18603089  -0.00381036   0.04029177
4.7639402  0.3570314   0.23037253   0.18072678   0.00747919   0.04157855
2.6257192  0.0518289   0.24617156   0.19071390  -0.00445654   0.04692848
1.3009381  0.6025403   0.21567743   0.18687083  -0.00132632   0.04030206
3.1539458  0.9609596   0.18607861   0.18182139  -0.00132388   0.03383132
4.7610275  0.7474050   0.19524917   0.17592214   0.00469393   0.03432662
2.9002258  1.1315322   0.17914087   0.17955890   0.00088864   0.03216555
2.7598319  -0.5862495   0.20413963   0.18493216  -0.00180325   0.03774873
5.5479085  -0.6561365   0.21018526   0.18573585   0.00194688   0.03903515
1.9562379  0.2646839   0.23982722   0.18809673  -0.00550860   0.04508037
3.2173372  -0.6634620   0.20202939   0.18537335   0.00273002   0.03744341
1.4489917  0.5580203   0.21884447   0.18744962  -0.00201588   0.04101825
2.0722213  0.4244213   0.22912322   0.18803844  -0.00421136   0.04306624
4.6024640  -1.4858838   0.17354798   0.17753023  -0.00061588   0.03080963
2.0284514  -1.0347870   0.17731379   0.17358473  -0.00139436   0.03077702
1.5444728  -0.9847409   0.18051866   0.17430837  -0.00251328   0.03145960
6.1150215  1.1944670   0.17398939   0.17786670  -0.00001845   0.03094692
1.8146624  -0.0898171   0.24471174   0.18496418  -0.00770140   0.04520360
4.1666322  0.2349699   0.24664074   0.18367741   0.00455234   0.04528161
3.8306830  1.1022979   0.18162261   0.17413639  -0.00113016   0.03162583
0.4569948  -0.6852380   0.20971690   0.18224517   0.00204715   0.03821570
0.6520284  0.7271009   0.20533226   0.18338226  -0.00278525   0.03764654
3.0821176  -0.2927218   0.23361990   0.18989623   0.00019459   0.04436350
4.6950118  -1.2853288   0.17652857   0.18022202  -0.00004481   0.03181433
4.6496201  -0.7488589   0.20247781   0.18652448   0.00075400   0.03776650
0.7345515  0.8578145   0.19676742   0.18147996  -0.00162799   0.03570669
3.1494200  0.7454911   0.20211287   0.18497998  -0.00202420   0.03738274
5.8238466  1.1100111   0.17511295   0.17641325   0.00155445   0.03088983
1.7742750  -1.3963982   0.17258933   0.17436382   0.00117530   0.03009195
3.5247719  -0.1228768   0.24944216   0.18986574   0.00217821   0.04735578
2.0275776  0.1564799   0.24428310   0.18803883  -0.00626318   0.04589548
1.1332148  -0.1865044   0.24807979   0.18367325  -0.00542111   0.04553623
5.1089347  -0.3744892   0.23281749   0.18810852   0.00463333   0.04377348
0.6023767  0.2355762   0.24531421   0.18852153  -0.00348777   0.04623485
1.2844851  0.0290699   0.25109079   0.18551043  -0.00586297   0.04654559
2.2252886  0.7596499   0.20197558   0.18432979  -0.00186552   0.03722664
4.7587614  -0.3649504   0.23415850   0.18772788   0.00421170   0.04394034
5.9852732  0.1502888   0.24130236   0.19061542   0.00261543   0.04598911
1.1341629  -1.0715626   0.18046592   0.17343456  -0.00189033   0.03129545
1.2788817  0.3553557   0.23663834   0.18730952  -0.00356545   0.04431190
1.1460542  -0.0517469   0.25208983   0.18512249  -0.00547323   0.04663754
4.8335016  -0.1713744   0.24486470   0.18697940   0.00605016   0.04574805
2.0236007  -0.6400132   0.20081861   0.17826214  -0.00550445   0.03576806
