%% LAL: 7.6.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALFrame: 3.0.5 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALSimulation: 6.0.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALInference: 4.1.7 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALPulsar: 7.0.1 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% argv[0]: '/home/damoncht/.conda/envs/ml/bin/lalpulsar_ComputeAntennaPattern'
%% argv[1]: '@L1config.txt'
%% columns:
%% Alpha   Delta        A_L1         B_L1         C_L1         D_L1
5.2537332  0.9180090   0.18159370   0.17482129   0.00263578   0.03173950
0.6368649  0.3481811   0.23747341   0.18777364  -0.00366279   0.04457783
3.2594956  -1.2791420   0.17477190   0.17743491   0.00186181   0.03100717
1.6953402  -0.5408247   0.21279120   0.17840782  -0.00657374   0.03792040
5.9469367  0.7493659   0.19093886   0.18265183   0.00094775   0.03487443
6.2503010  1.0031185   0.17950167   0.18046258  -0.00168037   0.03239051
0.7737200  -0.7297729   0.20583256   0.17835957  -0.00006826   0.03671220
2.0963416  0.5480577   0.21902998   0.18717521  -0.00330854   0.04098604
5.7402486  -0.3266065   0.23685668   0.18986177   0.00365481   0.04495667
1.8978141  -0.2931153   0.23259519   0.18275684  -0.00779910   0.04244754
2.3234780  -0.7150054   0.19336936   0.17901009  -0.00415843   0.03459777
3.7838552  -1.0993104   0.18463321   0.17758191   0.00138970   0.03278559
3.5761086  -0.4387623   0.22769564   0.18753284   0.00367370   0.04268692
3.2051946  0.8184757   0.19614354   0.18364957  -0.00203654   0.03601753
3.5654314  0.8589619   0.19465201   0.17990254  -0.00245183   0.03501238
4.7505344  -0.7676358   0.20074345   0.18641210   0.00109628   0.03741981
3.8391560  -0.7206203   0.20621701   0.18350215   0.00253784   0.03783482
1.6427013  0.5190331   0.22153923   0.18773927  -0.00292078   0.04158308
0.5067987  -0.6440533   0.21380377   0.18236433   0.00166057   0.03898742
2.8159150  0.9045453   0.19036382   0.18265046   0.00003560   0.03477004
3.2816071  -0.6245214   0.20639181   0.18586986   0.00308625   0.03835249
3.9386641  0.6030270   0.21758910   0.18012765   0.00081541   0.03919315
5.2225546  -1.4547436   0.17688964   0.17462905   0.00171681   0.03088712
3.3952788  -0.0076282   0.25144982   0.19057219   0.00067103   0.04791889
1.9155812  0.6126688   0.21332182   0.18696912  -0.00288679   0.03987626
1.3330009  1.1510725   0.18088397   0.18134254   0.00156942   0.03279950
5.4785510  1.0834305   0.17621173   0.17386734   0.00164827   0.03063475
5.9537753  -0.0767275   0.24695645   0.19131772   0.00334318   0.04723597
5.8442092  -0.8335852   0.19563696   0.18346006   0.00026355   0.03589150
0.8209327  -0.7750959   0.20169009   0.17730546  -0.00034190   0.03576064
5.7662553  -0.9333690   0.18969066   0.18154362  -0.00030799   0.03443703
2.9902109  -1.1901410   0.17410074   0.17798951   0.00016467   0.03098808
6.1161427  0.4006050   0.22308297   0.18859254   0.00030016   0.04207169
0.2625477  -0.8037614   0.19820827   0.18239433   0.00257501   0.03614543
1.9096465  -0.3591834   0.22713713   0.18186891  -0.00759654   0.04125148
3.5155104  0.9721969   0.18677206   0.17879264  -0.00252177   0.03338711
5.8575519  -0.4804572   0.22534238   0.18867436   0.00256281   0.04250976
1.8019762  0.2251143   0.24214818   0.18756135  -0.00576116   0.04538445
2.8964444  0.5002648   0.22396326   0.18868591  -0.00237290   0.04225308
1.9907407  1.2344923   0.17946512   0.17828308  -0.00184825   0.03199218
5.5567419  -1.3810670   0.17817555   0.17435846  -0.00064063   0.03106600
4.9644134  0.6746134   0.19934991   0.17702980   0.00538281   0.03526190
2.5548456  1.3456431   0.17776355   0.17520121   0.00150011   0.03114214
2.4276754  -0.1980349   0.23711056   0.18792957  -0.00583410   0.04452605
0.9631133  0.1235934   0.25137866   0.18710333  -0.00435179   0.04701485
5.8691575  0.3828066   0.22295301   0.18772130   0.00286322   0.04184483
0.4131882  1.2304329   0.17892545   0.17647350  -0.00243454   0.03156967
3.3194834  -0.3643209   0.23066291   0.18900768   0.00242579   0.04359118
5.4149332  -0.7366660   0.20373839   0.18457882   0.00184172   0.03760240
2.3531067  0.3704056   0.23346069   0.18884380  -0.00408706   0.04407090
3.3930174  -1.1674977   0.17820537   0.17798539   0.00272740   0.03171051
3.3522037  1.2683040   0.17516667   0.17701572  -0.00173693   0.03100424
1.4112347  -0.5260777   0.21797842   0.17834269  -0.00598369   0.03883905
1.8374327  -1.2785649   0.17303534   0.17352700   0.00071217   0.03002580
5.8751996  0.5631944   0.20612770   0.18510798   0.00213712   0.03815131
6.0436648  -1.0418132   0.18253551   0.18080102  -0.00048402   0.03300237
4.8451759  1.1239259   0.17489231   0.17386924   0.00086548   0.03040764
2.4740066  1.0893260   0.18363033   0.17853887   0.00051701   0.03278489
2.9307966  1.1903050   0.17727157   0.17892057   0.00094386   0.03171664
3.0052538  0.0494620   0.24829887   0.19151081  -0.00210771   0.04754748
1.7805928  0.7804682   0.19968683   0.18591055  -0.00175343   0.03712081
1.0284439  0.1760186   0.24900880   0.18707220  -0.00436854   0.04656354
2.1396844  1.0043969   0.18725884   0.18077825  -0.00141301   0.03385033
1.0363635  -1.1129046   0.17979540   0.17309928  -0.00137833   0.03112055
4.0891892  1.0570512   0.18263027   0.17346114   0.00085005   0.03167853
5.1194446  0.3141002   0.23032629   0.18295519   0.00763401   0.04208111
2.5136792  0.7368447   0.20350076   0.18459950  -0.00113545   0.03756485
2.9298267  -0.2110785   0.23821132   0.19038923  -0.00160651   0.04535029
0.4561140  0.7208230   0.20346084   0.18371169  -0.00366501   0.03736470
4.1618939  0.0608268   0.25300965   0.18561994   0.00478843   0.04694071
4.1298102  0.8267083   0.19635494   0.17567296   0.00165156   0.03449153
5.0844578  0.7283825   0.19407007   0.17668663   0.00472488   0.03426726
2.2123489  0.5211867   0.22144575   0.18737170  -0.00332507   0.04148161
2.9531997  0.8235463   0.19556785   0.18415286  -0.00089704   0.03601357
6.1859003  -0.7425854   0.20216076   0.18531582   0.00164709   0.03746087
3.1427618  -0.6111497   0.20549133   0.18611230   0.00204769   0.03824027
4.0023999  1.0028490   0.18571351   0.17418918   0.00021923   0.03234924
2.3023537  -0.6219257   0.20099950   0.18043037  -0.00489248   0.03624248
2.0209471  -0.6728442   0.19805376   0.17776133  -0.00519744   0.03517929
2.7396571  0.5123056   0.22261187   0.18833916  -0.00235758   0.04192098
1.9171539  -0.4487405   0.21909755   0.18057977  -0.00715515   0.03951339
6.1622470  1.0441821   0.17734914   0.17970252  -0.00083914   0.03186938
3.3352394  0.9336849   0.18825160   0.18108548  -0.00228736   0.03408440
2.8303782  -1.0955963   0.17529817   0.17791562  -0.00078011   0.03118767
3.9211235  1.4694342   0.17617823   0.17231819   0.00008915   0.03035871
1.5468600  -0.6884963   0.20105012   0.17645903  -0.00517986   0.03545028
6.0612662  1.2058340   0.17374901   0.17745626   0.00042212   0.03083267
1.0979646  -0.0784466   0.25208291   0.18506123  -0.00523628   0.04662336
0.0126857  -1.4576626   0.17292313   0.17689328   0.00028845   0.03058886
5.1237191  -0.5842991   0.21580742   0.18704699   0.00311115   0.04035645
2.3397030  -0.1775429   0.23843424   0.18749878  -0.00638906   0.04466531
0.0498957  0.6246934   0.20499000   0.18593575  -0.00247201   0.03810886
3.6427759  0.0908118   0.25318414   0.18888761   0.00147956   0.04782116
2.4433635  -0.2069853   0.23652835   0.18794590  -0.00571947   0.04442182
2.5762377  -0.1044604   0.24237934   0.18976520  -0.00484830   0.04597166
3.8006909  -0.5381702   0.22132844   0.18592545   0.00338371   0.04113914
3.6438309  0.8271286   0.19745797   0.17953165  -0.00213787   0.03544538
1.7168379  -1.1134332   0.17513745   0.17384981  -0.00091605   0.03044677
1.8938610  -0.9791285   0.17931008   0.17406771  -0.00196973   0.03120822
0.6267293  -0.6282735   0.21552414   0.18135560   0.00078243   0.03908590
2.9384805  1.2151889   0.17663415   0.17865683   0.00097763   0.03155594
1.6324037  -0.0042073   0.24787143   0.18527165  -0.00712562   0.04587277
4.0760985  -0.7062333   0.20821895   0.18434204   0.00119784   0.03838207
1.7301473  -0.5601204   0.21058735   0.17824487  -0.00644253   0.03749461
2.4808673  -1.1875559   0.17478150   0.17383358  -0.00158899   0.03038037
2.0787777  1.2630437   0.17941335   0.17712967  -0.00164724   0.03177671
2.5414951  -0.9957599   0.17796834   0.17649177  -0.00208088   0.03140562
5.1312771  -1.2534011   0.17908108   0.17801481   0.00187004   0.03187559
2.5554920  0.0470854   0.24594690   0.19039318  -0.00486985   0.04680290
0.8450893  -0.2135458   0.24909066   0.18521228  -0.00322297   0.04612426
0.9829457  -0.6320995   0.21347752   0.17831919  -0.00242954   0.03806124
1.1197598  0.0905479   0.25150242   0.18639961  -0.00497659   0.04685519
4.5160989  0.6380518   0.20792477   0.17701334   0.00510324   0.03677941
5.1932621  -0.9549002   0.18935971   0.18212627   0.00169947   0.03448449
0.5378864  -0.5144491   0.22636154   0.18403219   0.00090157   0.04165700
2.5457400  -0.9408055   0.17988241   0.17731103  -0.00223444   0.03189014
3.4312589  0.3837371   0.23690020   0.18800622  -0.00158110   0.04453621
4.0051147  -0.7541741   0.20443152   0.18342812   0.00128788   0.03749683
2.5803608  -0.5580124   0.20624337   0.18396324  -0.00353214   0.03792872
6.1961375  -0.1670367   0.24686645   0.19125620   0.00221900   0.04720981
2.2688483  0.2729943   0.23944461   0.18906571  -0.00498204   0.04524595
0.0541461  0.5190889   0.21469527   0.18737362  -0.00221580   0.04022332
5.1559940  -0.0302368   0.24592991   0.18722221   0.00704619   0.04599389
5.3605341  -0.0671639   0.24559356   0.18863067   0.00635340   0.04628611
4.7562348  0.3845781   0.22812887   0.18033145   0.00736279   0.04108460
5.4634142  0.0767959   0.24324900   0.18834743   0.00640262   0.04577433
5.8737212  -0.5842760   0.21620998   0.18738462   0.00192503   0.04051072
4.0267329  -0.3052788   0.24165520   0.18741824   0.00369906   0.04527691
1.6009979  0.4165829   0.23024240   0.18778910  -0.00370123   0.04322331
0.4395550  -0.3456722   0.24069409   0.18720914   0.00059003   0.04505979
5.8571203  -1.5131921   0.17498095   0.17491338  -0.00201849   0.03060244
0.1603650  0.6497778   0.20452790   0.18548119  -0.00323940   0.03792558
3.8909744  0.2447538   0.24776676   0.18563558   0.00231226   0.04598898
5.8696008  0.6509663   0.19834362   0.18364996   0.00190250   0.03642218
5.8322654  -0.8687873   0.19328217   0.18283856   0.00003568   0.03533943
0.9112580  -0.6440492   0.21296847   0.17860197  -0.00170603   0.03803368
4.9043591  -0.3148438   0.23717566   0.18779843   0.00495186   0.04451669
1.8743592  -1.4265202   0.17330642   0.17393801   0.00156591   0.03014212
1.3156869  0.0871774   0.25002575   0.18598069  -0.00568050   0.04646769
4.9299923  -0.1468406   0.24522543   0.18707806   0.00636493   0.04583578
5.6690485  -0.7613880   0.20156735   0.18422164   0.00094200   0.03713218
4.6486331  -1.1506839   0.18013084   0.18203537  -0.00046840   0.03278996
5.6704323  -0.2950575   0.23864208   0.18985848   0.00404248   0.04529188
2.0826889  -0.9409833   0.18062577   0.17449151  -0.00238956   0.03151195
3.0436963  -0.5153769   0.21304968   0.18729761   0.00085199   0.03990297
2.5589323  -0.2739725   0.23176591   0.18799785  -0.00473001   0.04354912
2.4161574  -0.8897092   0.18231423   0.17693025  -0.00277325   0.03224921
2.4999637  -0.5424850   0.20766380   0.18352123  -0.00422020   0.03809291
3.5426575  0.7906982   0.20001605   0.18119371  -0.00245020   0.03623565
3.2540076  0.8363874   0.19488974   0.18310016  -0.00218466   0.03567957
2.9295095  0.1013542   0.24744721   0.19145919  -0.00270127   0.04736875
1.1534294  -0.5349914   0.22078261   0.17883718  -0.00437152   0.03946503
2.3702351  -0.6043362   0.20231867   0.18130818  -0.00469421   0.03665999
3.4924569  -0.1788021   0.24638295   0.18981890   0.00234958   0.04676262
5.4252096  -0.6380451   0.21167466   0.18598543   0.00239162   0.03936268
3.8582437  0.4555631   0.23182505   0.18313563   0.00084391   0.04245471
4.7866314  -0.9283993   0.18986320   0.18475203   0.00069515   0.03507713
0.1384522  0.7184722   0.19852236   0.18451281  -0.00318063   0.03661980
3.3389304  0.1234187   0.25038502   0.19055822  -0.00054679   0.04771263
2.5778201  0.3116879   0.23775247   0.18990569  -0.00379637   0.04513613
3.6267697  0.1181749   0.25256273   0.18884857   0.00119921   0.04769467
5.5419049  -0.1267404   0.24502036   0.18976958   0.00537752   0.04646849
2.7364973  -0.6515996   0.19832243   0.18370779  -0.00182195   0.03643006
4.7900336  1.1225568   0.17501335   0.17397295   0.00106431   0.03044646
5.8555088  0.3076860   0.22947779   0.18858626   0.00326331   0.04326571
3.7495665  0.1277386   0.25276783   0.18788111   0.00193486   0.04748656
5.5109753  -0.8477944   0.19579744   0.18265623   0.00094114   0.03576274
4.0965381  0.1871642   0.24968380   0.18470982   0.00415759   0.04610176
1.2575057  0.6157128   0.21475364   0.18663645  -0.00117392   0.04007948
1.4160366  0.4106895   0.23156179   0.18755324  -0.00330150   0.04341927
3.9709285  0.3038150   0.24371357   0.18424162   0.00267025   0.04489505
1.0236026  -0.3712955   0.23707433   0.18185790  -0.00405317   0.04309741
3.7459245  0.1701349   0.25137299   0.18757531   0.00165472   0.04714863
3.4469125  -0.1199833   0.24877703   0.19021153   0.00174120   0.04731723
2.6997367  -0.1819491   0.23867036   0.18980390  -0.00376246   0.04528641
3.7164441  1.0628901   0.18301141   0.17551368  -0.00187334   0.03211750
4.0612983  -0.1184768   0.25169128   0.18725541   0.00422381   0.04711271
3.3314394  0.7352819   0.20376270   0.18404716  -0.00251881   0.03749560
4.3299552  0.7809559   0.19783199   0.17567328   0.00328279   0.03474302
1.8332239  0.1941224   0.24341074   0.18749784  -0.00603590   0.04560255
3.6289678  -0.3051854   0.23945978   0.18856683   0.00342942   0.04514241
1.0142257  -0.4757967   0.22800830   0.18041214  -0.00348885   0.04112329
4.3827258  -0.2081869   0.24624000   0.18685335   0.00468179   0.04598885
3.7692384  -1.0318718   0.18701845   0.17859912   0.00174145   0.03339830
0.7295160  -1.0012456   0.18617281   0.17494678   0.00084379   0.03256962
4.7771899  -0.3011315   0.23850115   0.18756396   0.00483248   0.04471087
2.6961988  0.3576650   0.23499611   0.18986852  -0.00323642   0.04460789
2.5924251  -0.3508265   0.22540347   0.18724507  -0.00422495   0.04218784
3.5134278  -0.1323818   0.24891768   0.18989117   0.00217806   0.04726253
5.2300960  -0.8225138   0.19731414   0.18390948   0.00193150   0.03628421
5.9390177  0.0601675   0.24498533   0.19098417   0.00324600   0.04677778
3.0582702  -0.7359643   0.19402646   0.18415637   0.00148549   0.03572900
3.6072830  0.7364933   0.20503823   0.18134734  -0.00213640   0.03717857
3.3203957  1.3386289   0.17408785   0.17673576  -0.00148950   0.03076533
5.4244721  0.4361509   0.21800941   0.18340904   0.00607927   0.03994794
3.4248624  0.3795154   0.23720229   0.18810180  -0.00158736   0.04461566
4.0293951  -0.0575840   0.25338823   0.18715373   0.00414026   0.04740541
5.9697329  -0.6963881   0.20620111   0.18594441   0.00128604   0.03834029
0.9556579  0.3764198   0.23625509   0.18711415  -0.00333309   0.04419556
0.5693165  -0.5992075   0.21827011   0.18240985   0.00108260   0.03981345
3.7957988  0.9151827   0.19133605   0.17667371  -0.00134595   0.03380224
1.0333371  -0.6590306   0.21042670   0.17766309  -0.00274864   0.03737750
1.9872974  -1.3475649   0.17379640   0.17290325   0.00116614   0.03004860
2.1401889  -0.1243752   0.24166800   0.18658908  -0.00726342   0.04503985
1.1346910  0.1473921   0.24963298   0.18669839  -0.00477463   0.04658328
6.1366583  -0.0793248   0.24813452   0.19149972   0.00226954   0.04751254
2.0549325  -0.1570453   0.24041559   0.18560506  -0.00756629   0.04456510
4.3264178  0.2101277   0.24631381   0.18314625   0.00573486   0.04507856
2.5344018  -0.3762278   0.22307414   0.18644902  -0.00462927   0.04157052
2.0305457  0.8004398   0.19870833   0.18450539  -0.00206611   0.03665849
6.0486222  -0.4723698   0.22645728   0.18901365   0.00247586   0.04279739
0.4504956  0.1458740   0.24904571   0.18949506  -0.00263121   0.04718601
1.0194137  -0.0462940   0.25319225   0.18575543  -0.00478440   0.04700894
6.1793011  -1.1760767   0.17708702   0.17925690  -0.00021716   0.03174402
5.8246999  0.9323565   0.18014485   0.17874718   0.00163906   0.03219770
0.8824130  -0.4405467   0.23238358   0.18189128  -0.00244792   0.04226255
1.2429453  0.4665953   0.22782490   0.18720104  -0.00252148   0.04264270
2.5652681  0.5851960   0.21616969   0.18700078  -0.00208659   0.04041955
4.4615751  0.2577043   0.24181093   0.18208236   0.00650230   0.04398722
5.3872836  0.2320603   0.23511614   0.18611170   0.00686087   0.04371079
5.2650863  -0.4623269   0.22617917   0.18784365   0.00388051   0.04247126
4.4596003  0.4976685   0.22201923   0.17883688   0.00567504   0.03967302
4.6616547  -1.0605682   0.18345112   0.18323773  -0.00031478   0.03361507
1.4631893  0.8735730   0.19366162   0.18531606   0.00011878   0.03588859
0.9768171  0.2895564   0.24266091   0.18730375  -0.00378805   0.04543695
1.9641107  -0.2722215   0.23365174   0.18346487  -0.00774563   0.04280689
0.5279735  -0.1777668   0.25087082   0.18811816  -0.00108321   0.04719218
0.0536725  -0.7044040   0.20594765   0.18537326   0.00226664   0.03817205
2.7078567  0.2719264   0.24043280   0.19050819  -0.00354977   0.04579182
1.4053764  0.5384927   0.22076082   0.18741484  -0.00208486   0.04136951
4.1034774  -0.1116781   0.25177476   0.18705983   0.00437168   0.04707783
1.3864029  0.2139506   0.24493907   0.18686242  -0.00499829   0.04574493
1.3452924  0.5657807   0.21866640   0.18717407  -0.00171892   0.04092573
3.7738313  0.9795618   0.18733528   0.17600900  -0.00154234   0.03297032
3.5883035  0.5310334   0.22449501   0.18470675  -0.00153886   0.04146337
1.3753245  1.3289321   0.17615023   0.17918369   0.00137337   0.03156136
3.8164672  -0.9938999   0.18901803   0.17922321   0.00150134   0.03387416
0.5016218  -0.5239881   0.22535978   0.18425834   0.00118677   0.04152301
5.5544789  0.2240251   0.23538379   0.18752131   0.00590520   0.04410461
4.9585485  -0.4695920   0.22544475   0.18783796   0.00374054   0.04233309
0.0449582  0.5935859   0.20769250   0.18637155  -0.00236377   0.03870239
2.7125240  -0.7553466   0.19017555   0.18180616  -0.00175282   0.03457201
0.5150972  -1.1889434   0.17844665   0.17477760   0.00202001   0.03118440
1.8611417  -0.7969090   0.18951972   0.17568454  -0.00404586   0.03327932
0.7681244  0.9840838   0.18996033   0.17959294  -0.00075568   0.03411496
1.9161385  0.3122438   0.23707150   0.18806124  -0.00512346   0.04455771
5.2483118  -0.1044850   0.24533035   0.18819028   0.00646184   0.04612703
2.9647651  1.4894851   0.17326860   0.17658389   0.00114036   0.03059514
1.4439868  -0.0626094   0.24883705   0.18438476  -0.00685295   0.04583480
4.1057781  -0.9140554   0.19373032   0.18171440  -0.00033361   0.03520348
2.2005799  -0.4459725   0.21744731   0.18256846  -0.00641365   0.03965789
0.2552416  0.9302072   0.18669175   0.18109971  -0.00340017   0.03379826
2.7440721  -1.1944309   0.17398070   0.17614400  -0.00139997   0.03064370
2.4959094  -0.5550763   0.20651209   0.18327233  -0.00419025   0.03783039
2.5838584  1.2440254   0.17901687   0.17656587   0.00145446   0.03160615
5.8750038  0.7275683   0.19225173   0.18243545   0.00164266   0.03507083
2.5600916  0.9333013   0.19003934   0.18135889   0.00017378   0.03446529
4.4777625  1.2246727   0.17429978   0.17385519   0.00165940   0.03030017
2.5502566  1.3706977   0.17751981   0.17491385   0.00150465   0.03104841
5.4395429  -0.5485199   0.21923913   0.18710190   0.00295347   0.04101134
3.1763171  0.1594782   0.24805610   0.19103549  -0.00160560   0.04738494
1.0876169  -0.0912861   0.25189912   0.18497801  -0.00517987   0.04656897
0.0922538  -0.3522975   0.23802809   0.18953145   0.00211921   0.04510932
4.2263396  0.5156011   0.22348748   0.17942874   0.00391123   0.04008478
0.5839311  1.2045737   0.18121107   0.17616849  -0.00155395   0.03192127
0.2744132  0.4521770   0.22421536   0.18783706  -0.00329530   0.04210510
3.4938236  -0.5327608   0.21802649   0.18664464   0.00372357   0.04067961
5.7314153  1.0028728   0.17768006   0.17685080   0.00194049   0.03141909
5.8787418  0.2201643   0.23632397   0.18964027   0.00333145   0.04480544
2.1724688  0.0242795   0.24556421   0.18811458  -0.00670121   0.04614930
2.3490028  0.0587630   0.24562804   0.18934143  -0.00588462   0.04647294
1.1944047  0.6365192   0.21326973   0.18623526  -0.00099346   0.03971736
6.1613094  -0.4942087   0.22491306   0.18870224   0.00241927   0.04243575
4.6074531  0.5314181   0.21668668   0.17825243   0.00616446   0.03858693
4.7649014  -0.2206238   0.24311626   0.18715394   0.00551400   0.04546976
1.2555363  0.8514709   0.19623454   0.18459709   0.00064933   0.03622390
0.4115437  0.4345341   0.22776900   0.18764748  -0.00363173   0.04272709
0.6664928  1.3211554   0.17939459   0.17468821  -0.00066974   0.03133767
3.4087668  0.3645463   0.23828208   0.18837842  -0.00158132   0.04488470
1.2156720  -0.6238497   0.21148033   0.17744683  -0.00433861   0.03750769
2.7136502  0.4306820   0.22948475   0.18921906  -0.00283915   0.04341483
2.9992770  0.8464974   0.19378071   0.18380934  -0.00097597   0.03561775
0.9771716  -0.0290108   0.25360027   0.18612523  -0.00455473   0.04718066
2.9890596  -0.5224425   0.21177956   0.18706003   0.00033348   0.03961538
1.9745441  0.4025389   0.23074028   0.18804972  -0.00441299   0.04337117
0.1292989  -0.5811303   0.21797150   0.18667895   0.00246778   0.04068460
6.0223357  -0.1769587   0.24540533   0.19124524   0.00303145   0.04692341
2.5022254  -1.1218880   0.17534646   0.17462142  -0.00177531   0.03061610
2.2076179  -0.4221226   0.21960373   0.18301117  -0.00650168   0.04014767
4.4490749  1.0924075   0.17801154   0.17375971   0.00214075   0.03092665
4.3252681  -0.5216777   0.22333743   0.18686742   0.00201426   0.04173043
3.1312654  1.0319852   0.18226300   0.18092015  -0.00092693   0.03297419
2.4464196  0.6868580   0.20761923   0.18530536  -0.00163555   0.03847028
5.5672718  -1.0354666   0.18581294   0.17939551  -0.00008943   0.03333400
4.1802262  -1.1372931   0.18337217   0.17904644  -0.00170418   0.03282923
3.8515024  0.3252271   0.24261089   0.18500659   0.00153580   0.04488225
0.0355581  0.4062541   0.22494742   0.18874836  -0.00160193   0.04245589
2.5988672  0.0645461   0.24608645   0.19062153  -0.00459175   0.04688829
1.8410858  -0.8233797   0.18783976   0.17538670  -0.00376564   0.03293042
5.0243580  -0.3925972   0.23150931   0.18800016   0.00444646   0.04350402
3.4952845  -0.1809731   0.24629104   0.18979669   0.00237622   0.04673958
5.7465878  -0.0410526   0.24606469   0.19060338   0.00459295   0.04687967
5.9828445  0.1296735   0.24237135   0.19074444   0.00270536   0.04622367
2.8924381  0.8590728   0.19310108   0.18354121  -0.00046686   0.03544179
5.1853894  0.7157930   0.19446824   0.17724295   0.00474246   0.03444563
0.0039432  -0.0956099   0.24918824   0.19130087   0.00146850   0.04766777
0.6802403  0.2830619   0.24263683   0.18802859  -0.00366743   0.04560921
5.4603278  0.4781333   0.21399583   0.18302226   0.00568338   0.03913370
3.8344808  -0.6706186   0.21019499   0.18421380   0.00278025   0.03871309
6.0400800  0.4854677   0.21442571   0.18723190   0.00073279   0.04014680
6.2003089  -0.7783945   0.19913310   0.18476002   0.00155330   0.03678942
1.0492117  0.6548556   0.21227643   0.18541849  -0.00110738   0.03935875
0.3549458  0.7490258   0.19974709   0.18354620  -0.00376842   0.03664862
4.9905093  -0.6321933   0.21161416   0.18698533   0.00266359   0.03956165
5.0707339  1.0228069   0.17767392   0.17374375   0.00148241   0.03086754
4.3581636  -0.3005322   0.24091448   0.18717939   0.00393826   0.04507871
2.1969086  -0.5187406   0.21072598   0.18134157  -0.00600528   0.03817732
1.9075314  0.6830159   0.20744474   0.18638588  -0.00248771   0.03865858
4.0366600  1.1435237   0.17974551   0.17293499   0.00045921   0.03108408
4.0387936  -0.1986582   0.24827620   0.18749943   0.00402376   0.04653546
0.0835036  -0.2104122   0.24653608   0.19062896   0.00160973   0.04699432
4.3101124  -0.7739484   0.20225529   0.18487801  -0.00010194   0.03739255
1.4142816  -0.7138969   0.20053639   0.17617282  -0.00469398   0.03530703
3.6402344  -0.9017504   0.19188057   0.18078704   0.00304773   0.03468023
3.4582892  -1.0911441   0.18113448   0.17862150   0.00300645   0.03234547
5.5491287  0.5348773   0.20849326   0.18283403   0.00487589   0.03809589
3.8330726  0.2624471   0.24683072   0.18592858   0.00175173   0.04588982
5.7500861  0.0141976   0.24537739   0.19044368   0.00462293   0.04670920
5.8859080  -0.2273902   0.24278437   0.19082607   0.00354724   0.04631700
4.9112294  0.3208177   0.23163195   0.18171054   0.00777173   0.04202957
4.7025578  -0.2936905   0.23932537   0.18743166   0.00473029   0.04483478
2.7443927  0.3971089   0.23220633   0.18961458  -0.00295151   0.04402099
5.7757345  0.3527246   0.22532703   0.18751460   0.00384896   0.04223729
3.2625848  -0.1077615   0.24728197   0.19087467   0.00049964   0.04719961
3.3764708  1.0723643   0.18098071   0.17886390  -0.00217676   0.03236618
1.4580195  0.4707787   0.22636543   0.18762292  -0.00283263   0.04246332
3.3897144  -0.4093782   0.22769594   0.18837947   0.00301931   0.04288412
4.3175184  0.8786678   0.19058008   0.17474496   0.00272827   0.03329547
5.2041890  -0.3272835   0.23607068   0.18835194   0.00496210   0.04443975
6.1605459  -0.3097741   0.23961172   0.19049656   0.00258638   0.04563852
4.5346208  -0.6111157   0.21446399   0.18711707   0.00141275   0.04012788
4.1573653  -0.0247929   0.25327161   0.18634197   0.00472094   0.04717284
3.2997671  -1.3752855   0.17419027   0.17663229   0.00178991   0.03076442
4.6256924  0.3124063   0.23574334   0.18117137   0.00718985   0.04265825
4.7918649  0.2975349   0.23476020   0.18161802   0.00768863   0.04257757
1.9153339  -0.2954729   0.23227187   0.18282835  -0.00777505   0.04240543
1.8024114  0.6159780   0.21297614   0.18719818  -0.00265824   0.03986168
1.5339234  0.0815166   0.24829373   0.18595210  -0.00638255   0.04613000
2.5141503  -1.1540954   0.17495599   0.17440075  -0.00171412   0.03050952
4.3632945  -1.0586331   0.18510723   0.18177363  -0.00169379   0.03364474
4.8581418  1.1695258   0.17393126   0.17383283   0.00044356   0.03023477
0.9185471  0.2350762   0.24622402   0.18744722  -0.00395864   0.04613834
2.3708469  -0.4347928   0.21787019   0.18418047  -0.00558658   0.04009622
1.7015791  -0.8641006   0.18609306   0.17496358  -0.00345395   0.03254758
5.5469140  -0.2528446   0.24067597   0.18962765   0.00469796   0.04561675
0.1178255  0.0940964   0.24779437   0.19092731  -0.00038795   0.04731056
1.0705328  -0.3134249   0.24105613   0.18236881  -0.00466600   0.04393935
3.9430413  0.9463487   0.18915619   0.17512748  -0.00021492   0.03312640
2.2838335  0.3192344   0.23677595   0.18894742  -0.00462437   0.04471682
1.9558962  0.0156188   0.24604879   0.18677956  -0.00719668   0.04590509
2.6172771  -0.7912706   0.18761359   0.18034932  -0.00235900   0.03383042
5.6562305  0.6342944   0.19948018   0.18207914   0.00368151   0.03630762
0.0292808  0.7471203   0.19465844   0.18415368  -0.00246052   0.03584101
5.4256593  0.3428771   0.22634089   0.18487619   0.00643757   0.04180360
6.1653951  0.0640837   0.24650884   0.19132195   0.00150277   0.04716029
0.0385311  -0.1213932   0.24905765   0.19115441   0.00140423   0.04760650
0.4476982  0.7798628   0.19893053   0.18282400  -0.00357528   0.03635649
5.1214442  -0.2732561   0.23933527   0.18817014   0.00543491   0.04500621
