%% LAL: 7.6.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALFrame: 3.0.5 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALSimulation: 6.0.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALInference: 4.1.7 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALPulsar: 7.0.1 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% argv[0]: '/home/damoncht/.conda/envs/ml/bin/lalpulsar_ComputeAntennaPattern'
%% argv[1]: '@L1config.txt'
%% columns:
%% Alpha   Delta       tGPS       a(t)         b(t)
2.1020746  -1.4449011  1369056400  -0.61159825  -0.11522862
2.1020746  -1.4449011  1369070800   0.36240605  -0.42463720
2.1020746  -1.4449011  1369085200   0.12134587   0.49638820
2.1020746  -1.4449011  1369099600  -0.49491891  -0.22785915
2.1020746  -1.4449011  1369114000   0.51444298  -0.36901388
2.1020746  -1.4449011  1369128400   0.14225285   0.64948112
2.1020746  -1.4449011  1369142800  -0.60639423  -0.13545437
2.1020746  -1.4449011  1369157200   0.37635639  -0.41093415
2.1020746  -1.4449011  1369171600   0.10288869   0.50025696
2.1020746  -1.4449011  1369186000  -0.48764911  -0.24599223
2.1020746  -1.4449011  1369200400   0.52729374  -0.35257316
2.1020746  -1.4449011  1369214800   0.12114690   0.65352160
2.1020746  -1.4449011  1369229200  -0.60051721  -0.15547474
2.1020746  -1.4449011  1369243600   0.38980693  -0.39676791
2.1020746  -1.4449011  1369258000   0.08430457   0.50346404
2.1020746  -1.4449011  1369272400  -0.47973770  -0.26387626
2.1020746  -1.4449011  1369286800   0.53959364  -0.33569214
2.1020746  -1.4449011  1369301200   0.09991881   0.65685749
2.1020746  -1.4449011  1369315600  -0.59397417  -0.17526785
2.1020746  -1.4449011  1369330000   0.40274149  -0.38215682
2.1020746  -1.4449011  1369344400   0.06561840   0.50600922
2.1020746  -1.4449011  1369358800  -0.47119775  -0.28149202
2.1020746  -1.4449011  1369373200   0.55132163  -0.31838673
2.1020746  -1.4449011  1369387600   0.07859114   0.65948123
2.1020746  -1.4449011  1369402000  -0.58677399  -0.19481064
2.1020746  -1.4449011  1369416400   0.41514617  -0.36711854
2.1020746  -1.4449011  1369430800   0.04685208   0.50788963
2.1020746  -1.4449011  1369445200  -0.46204031  -0.29881757
2.1020746  -1.4449011  1369459600   0.56247032  -0.30068028
2.1020746  -1.4449011  1369474000   0.05718899   0.66138875
2.1020746  -1.4449011  1369488400  -0.57891899  -0.21407913
2.1020746  -1.4449011  1369502800   0.42700553  -0.35167205
2.1020746  -1.4449011  1369517200   0.02803008   0.50910264
2.1020746  -1.4449011  1369531600  -0.45227513  -0.31583261
2.1020746  -1.4449011  1369546000   0.57302582  -0.28259328
2.1020746  -1.4449011  1369560400   0.03573625   0.66258287
2.1020746  -1.4449011  1369574800  -0.57042444  -0.23305210
2.1020746  -1.4449011  1369589200   0.43830091  -0.33583209
2.1020746  -1.4449011  1369603600   0.00917457   0.50964367
2.1020746  -1.4449011  1369618000  -0.44191340  -0.33251530
2.1020746  -1.4449011  1369632400   0.58297551  -0.26414493
2.1020746  -1.4449011  1369646800   0.01425773   0.66306275
2.1020746  -1.4449011  1369661200  -0.56130242  -0.25170979
2.1020746  -1.4449011  1369675600   0.44902483  -0.31962365
2.1020746  -1.4449011  1369690000  -0.00969001   0.50951004
2.1020746  -1.4449011  1369704400  -0.43096113  -0.34884253
2.1020746  -1.4449011  1369718800   0.59230655  -0.24535666
2.1020746  -1.4449011  1369733200  -0.00722328   0.66282755
2.1020746  -1.4449011  1369747600  -0.55156457  -0.27003050
2.1020746  -1.4449011  1369762000   0.45916578  -0.30306631
2.1020746  -1.4449011  1369776400  -0.02854084   0.50870681
2.1020746  -1.4449011  1369790800  -0.41943431  -0.36479494
2.1020746  -1.4449011  1369805200   0.60100025  -0.22624525
2.1020746  -1.4449011  1369819600  -0.02868159   0.66187471
2.1020746  -1.4449011  1369834000  -0.54122287  -0.28799444
2.1020746  -1.4449011  1369848400   0.46871191  -0.28618115
2.1020746  -1.4449011  1369862800  -0.04735376   0.50723481
2.1020746  -1.4449011  1369877200  -0.40734729  -0.38035491
6.1705903  -0.5806803  1368970000   0.29721215  -0.18587250
6.1705903  -0.5806803  1368984400   0.20705205  -0.45801848
6.1705903  -0.5806803  1368998800   0.90356624   0.04215524
6.1705903  -0.5806803  1369013200   0.34974861   0.83466077
6.1705903  -0.5806803  1369027600  -0.24589255   0.13831747
6.1705903  -0.5806803  1369042000   0.39387053  -0.37524369
6.1705903  -0.5806803  1369056400   0.28880295  -0.18663409
6.1705903  -0.5806803  1369070800   0.21641895  -0.46053794
6.1705903  -0.5806803  1369085200   0.90817153   0.05984400
6.1705903  -0.5806803  1369099600   0.33170128   0.83541268
6.1705903  -0.5806803  1369114000  -0.24193475   0.12150276
6.1705903  -0.5806803  1369128400   0.40233475  -0.37348497
6.1705903  -0.5806803  1369142800   0.28040400  -0.18762830
6.1705903  -0.5806803  1369157200   0.22610998  -0.46277133
6.1705903  -0.5806803  1369171600   0.91230071   0.07765466
6.1705903  -0.5806803  1369186000   0.31365716   0.83563137
6.1705903  -0.5806803  1369200400  -0.23752216   0.10480323
6.1705903  -0.5806803  1369214800   0.41047356  -0.37148124
6.1705903  -0.5806803  1369229200   0.27203003  -0.18885425
6.1705903  -0.5806803  1369243600   0.23611517  -0.46471357
6.1705903  -0.5806803  1369258000   0.91594732   0.09557372
6.1705903  -0.5806803  1369272400   0.29563314   0.83531010
6.1705903  -0.5806803  1369286800  -0.23266131   0.08823147
6.1705903  -0.5806803  1369301200   0.41827899  -0.36924186
6.1705903  -0.5806803  1369315600   0.26369476  -0.19031128
6.1705903  -0.5806803  1369330000   0.24642473  -0.46635568
6.1705903  -0.5806803  1369344400   0.91910899   0.11358581
6.1705903  -0.5806803  1369358800   0.27764642   0.83445501
6.1705903  -0.5806803  1369373200  -0.22735709   0.07180202
6.1705903  -0.5806803  1369387600   0.42574182  -0.36677477
6.1705903  -0.5806803  1369402000   0.25541258  -0.19199786
6.1705903  -0.5806803  1369416400   0.25702924  -0.46768934
6.1705903  -0.5806803  1369430800   0.92178047   0.13167779
6.1705903  -0.5806803  1369445200   0.25971490   0.83306944
6.1705903  -0.5806803  1369459600  -0.22162220   0.05552635
6.1705903  -0.5806803  1369474000   0.43285429  -0.36408949
6.1705903  -0.5806803  1369488400   0.24719676  -0.19391307
6.1705903  -0.5806803  1369502800   0.26791817  -0.46870586
6.1705903  -0.5806803  1369517200   0.92395604   0.14983410
6.1705903  -0.5806803  1369531600   0.24185456   0.83115458
6.1705903  -0.5806803  1369546000  -0.21546572   0.03941756
6.1705903  -0.5806803  1369560400   0.43961310  -0.36119807
6.1705903  -0.5806803  1369574800   0.23906216  -0.19605419
6.1705903  -0.5806803  1369589200   0.27908200  -0.46939307
6.1705903  -0.5806803  1369603600   0.92562819   0.16804095
6.1705903  -0.5806803  1369618000   0.22408301   0.82871318
6.1705903  -0.5806803  1369632400  -0.20889673   0.02348715
6.1705903  -0.5806803  1369646800   0.44601241  -0.35811079
6.1705903  -0.5806803  1369661200   0.23102245  -0.19841853
6.1705903  -0.5806803  1369675600   0.29050827  -0.46974796
6.1705903  -0.5806803  1369690000   0.92679048   0.18628258
6.1705903  -0.5806803  1369704400   0.20641589   0.82574177
6.1705903  -0.5806803  1369718800  -0.20192525   0.00774786
6.1705903  -0.5806803  1369733200   0.45204687  -0.35483763
6.1705903  -0.5806803  1369747600   0.22309165  -0.20100302
6.1705903  -0.5806803  1369762000   0.30218601  -0.46976328
6.1705903  -0.5806803  1369776400   0.92744470   0.20454499
6.1705903  -0.5806803  1369790800   0.18887094   0.82224751
6.1705903  -0.5806803  1369805200  -0.19455734  -0.00778776
6.1705903  -0.5806803  1369819600   0.45770961  -0.35138828
6.1705903  -0.5806803  1369834000   0.21528299  -0.20380449
6.1705903  -0.5806803  1369848400   0.31410310  -0.46943206
6.1705903  -0.5806803  1369862800   0.92758775   0.22281264
6.1705903  -0.5806803  1369877200   0.17146382   0.81823635
2.4169760  -1.0210440  1368970000  -0.48269615   0.46578825
2.4169760  -1.0210440  1368984400  -0.07132837  -0.49214035
2.4169760  -1.0210440  1368998800   0.37927422   0.04298412
2.4169760  -1.0210440  1369013200  -0.22048965  -0.10294007
2.4169760  -1.0210440  1369027600   0.48401746  -0.49970114
2.4169760  -1.0210440  1369042000   0.65228677   0.60137367
2.4169760  -1.0210440  1369056400  -0.49295262   0.44685233
2.4169760  -1.0210440  1369070800  -0.05407126  -0.49470568
2.4169760  -1.0210440  1369085200   0.37201512   0.05345114
2.4169760  -1.0210440  1369099600  -0.22228175  -0.11654047
2.4169760  -1.0210440  1369114000   0.50127125  -0.49094072
2.4169760  -1.0210440  1369128400   0.63666296   0.61718398
2.4169760  -1.0210440  1369142800  -0.50260007   0.42763442
2.4169760  -1.0210440  1369157200  -0.03684667  -0.49668053
2.4169760  -1.0210440  1369171600   0.36433980   0.06360725
2.4169760  -1.0210440  1369186000  -0.22354314  -0.13024905
2.4169760  -1.0210440  1369200400   0.51832151  -0.48159891
2.4169760  -1.0210440  1369214800   0.62055230   0.63251334
2.4169760  -1.0210440  1369229200  -0.51163161   0.40815634
2.4169760  -1.0210440  1369243600  -0.01967436  -0.49807352
2.4169760  -1.0210440  1369258000   0.35626069   0.07343817
2.4169760  -1.0210440  1369272400  -0.22426397  -0.14404655
2.4169760  -1.0210440  1369286800   0.53514802  -0.47168010
2.4169760  -1.0210440  1369301200   0.60397077   0.64734566
2.4169760  -1.0210440  1369315600  -0.52004039   0.38843751
2.4169760  -1.0210440  1369330000  -0.00257514  -0.49888790
2.4169760  -1.0210440  1369344400   0.34779394   0.08293092
2.4169760  -1.0210440  1369358800  -0.22444347  -0.15791449
2.4169760  -1.0210440  1369373200   0.55172664  -0.46118653
2.4169760  -1.0210440  1369387600   0.58693051   0.66166288
2.4169760  -1.0210440  1369402000  -0.52781987   0.36849934
2.4169760  -1.0210440  1369416400   0.01443190  -0.49912769
2.4169760  -1.0210440  1369430800   0.33895281   0.09207281
2.4169760  -1.0210440  1369445200  -0.22407892  -0.17183328
2.4169760  -1.0210440  1369459600   0.56804216  -0.45013145
2.4169760  -1.0210440  1369474000   0.56944829   0.67544872
2.4169760  -1.0210440  1369488400  -0.53495836   0.34835923
2.4169760  -1.0210440  1369502800   0.03132614  -0.49879661
2.4169760  -1.0210440  1369517200   0.32975191   0.10085019
2.4169760  -1.0210440  1369531600  -0.22316736  -0.18578452
2.4169760  -1.0210440  1369546000   0.58407438  -0.43852353
2.4169760  -1.0210440  1369560400   0.55154383   0.68869358
2.4169760  -1.0210440  1369574800  -0.54145479   0.32804129
2.4169760  -1.0210440  1369589200   0.04808743  -0.49789417
2.4169760  -1.0210440  1369603600   0.32020363   0.10924986
2.4169760  -1.0210440  1369618000  -0.22170642  -0.19974834
2.4169760  -1.0210440  1369632400   0.59980488  -0.42637095
2.4169760  -1.0210440  1369646800   0.53323519   0.70138383
2.4169760  -1.0210440  1369661200  -0.54730725   0.30756646
2.4169760  -1.0210440  1369675600   0.06469668  -0.49643290
2.4169760  -1.0210440  1369690000   0.31032258   0.11725836
2.4169760  -1.0210440  1369704400  -0.21969035  -0.21370533
2.4169760  -1.0210440  1369718800   0.61521375  -0.41368359
2.4169760  -1.0210440  1369733200   0.51453924   0.71350676
2.4169760  -1.0210440  1369747600  -0.55251181   0.28695676
2.4169760  -1.0210440  1369762000   0.08113559  -0.49441922
2.4169760  -1.0210440  1369776400   0.30012664   0.12486695
2.4169760  -1.0210440  1369790800  -0.21712068  -0.22763568
2.4169760  -1.0210440  1369805200   0.63027751  -0.40046501
2.4169760  -1.0210440  1369819600   0.49547318   0.72504663
2.4169760  -1.0210440  1369834000  -0.55706584   0.26623261
2.4169760  -1.0210440  1369848400   0.09738467  -0.49186051
2.4169760  -1.0210440  1369862800   0.28963205   0.13206455
2.4169760  -1.0210440  1369877200  -0.21399865  -0.24152085
0.6618499  -0.9058123  1368970000   0.42073682  -0.24324231
0.6618499  -0.9058123  1368984400  -0.01693632   0.02960631
0.6618499  -0.9058123  1368998800   0.21472844  -0.53537631
0.6618499  -0.9058123  1369013200   0.87991172   0.24742681
0.6618499  -0.9058123  1369027600  -0.12505725   0.77187204
0.6618499  -0.9058123  1369042000  -0.33780375  -0.27934173
0.6618499  -0.9058123  1369056400   0.42384768  -0.23224252
0.6618499  -0.9058123  1369070800  -0.02601206   0.02251552
0.6618499  -0.9058123  1369085200   0.23090121  -0.53694671
0.6618499  -0.9058123  1369099600   0.87614137   0.26838750
0.6618499  -0.9058123  1369114000  -0.14407250   0.76222700
0.6618499  -0.9058123  1369128400  -0.32493263  -0.29294056
0.6618499  -0.9058123  1369142800   0.42645988  -0.22118533
0.6618499  -0.9058123  1369157200  -0.03480271   0.01506582
0.6618499  -0.9058123  1369171600   0.24725449  -0.53799081
0.6618499  -0.9058123  1369186000   0.87174004   0.28925127
0.6618499  -0.9058123  1369200400  -0.16276380   0.75201178
0.6618499  -0.9058123  1369214800  -0.31172341  -0.30608535
0.6618499  -0.9058123  1369229200   0.42857435  -0.21008886
0.6618499  -0.9058123  1369243600  -0.04329581   0.00726940
0.6618499  -0.9058123  1369258000   0.26377088  -0.53850180
0.6618499  -0.9058123  1369272400   0.86670274   0.30999482
0.6618499  -0.9058123  1369286800  -0.18111372   0.74123532
0.6618499  -0.9058123  1369301200  -0.29819363  -0.31876570
0.6618499  -0.9058123  1369315600   0.43019149  -0.19896993
0.6618499  -0.9058123  1369330000  -0.05147650  -0.00086309
0.6618499  -0.9058123  1369344400   0.28043133  -0.53847700
0.6618499  -0.9058123  1369358800   0.86103791   0.33060020
0.6618499  -0.9058123  1369373200  -0.19910127   0.72990370
0.6618499  -0.9058123  1369387600  -0.28435832  -0.33097017
0.6618499  -0.9058123  1369402000   0.43131241  -0.18784635
0.6618499  -0.9058123  1369416400  -0.05933119  -0.00932112
0.6618499  -0.9058123  1369430800   0.29721856  -0.53791118
0.6618499  -0.9058123  1369445200   0.85475129   0.35104692
0.6618499  -0.9058123  1369459600  -0.21671361   0.71803594
0.6618499  -0.9058123  1369474000  -0.27023560  -0.34268850
0.6618499  -0.9058123  1369488400   0.43193421  -0.17673430
0.6618499  -0.9058123  1369502800  -0.06684566  -0.01809320
0.6618499  -0.9058123  1369517200   0.31411296  -0.53679913
0.6618499  -0.9058123  1369531600   0.84784669   0.37131593
0.6618499  -0.9058123  1369546000  -0.23393375   0.70564497
0.6618499  -0.9058123  1369560400  -0.25584468  -0.35391605
0.6618499  -0.9058123  1369574800   0.43206275  -0.16565216
0.6618499  -0.9058123  1369589200  -0.07400408  -0.02716981
0.6618499  -0.9058123  1369603600   0.33109644  -0.53513408
0.6618499  -0.9058123  1369618000   0.84032953   0.39138657
0.6618499  -0.9058123  1369632400  -0.25074649   0.69274306
0.6618499  -0.9058123  1369646800  -0.24120438  -0.36464497
0.6618499  -0.9058123  1369661200   0.43170255  -0.15461667
0.6618499  -0.9058123  1369675600  -0.08079628  -0.03653599
0.6618499  -0.9058123  1369690000   0.34814882  -0.53291070
0.6618499  -0.9058123  1369704400   0.83219826   0.41123736
0.6618499  -0.9058123  1369718800  -0.26713556   0.67934430
0.6618499  -0.9058123  1369733200  -0.22633219  -0.37486833
0.6618499  -0.9058123  1369747600   0.43085727  -0.14364520
0.6618499  -0.9058123  1369762000  -0.08721023  -0.04617939
0.6618499  -0.9058123  1369776400   0.36525223  -0.53013015
0.6618499  -0.9058123  1369790800   0.82346356   0.43084913
0.6618499  -0.9058123  1369805200  -0.28308192   0.66545528
0.6618499  -0.9058123  1369819600  -0.21124643  -0.38457736
0.6618499  -0.9058123  1369834000   0.42953137  -0.13275401
0.6618499  -0.9058123  1369848400  -0.09323380  -0.05608661
0.6618499  -0.9058123  1369862800   0.38238686  -0.52679050
0.6618499  -0.9058123  1369877200   0.81413484   0.45020473
1.6796368  -0.2841479  1368970000   0.11680843   0.04382578
1.6796368  -0.2841479  1368984400   0.61174512  -0.37841684
1.6796368  -0.2841479  1368998800   0.27374637  -0.43953776
1.6796368  -0.2841479  1369013200   0.43450010  -0.33551472
1.6796368  -0.2841479  1369027600   0.85893428   0.40418646
1.6796368  -0.2841479  1369042000   0.20274636   0.71281487
1.6796368  -0.2841479  1369056400   0.12576206   0.03171341
1.6796368  -0.2841479  1369070800   0.61281466  -0.38029972
1.6796368  -0.2841479  1369085200   0.26750216  -0.44069552
1.6796368  -0.2841479  1369099600   0.44531181  -0.32829082
1.6796368  -0.2841479  1369114000   0.85601771   0.41737127
1.6796368  -0.2841479  1369128400   0.19105618   0.70732814
1.6796368  -0.2841479  1369142800   0.13492201   0.01972466
1.6796368  -0.2841479  1369157200   0.61354125  -0.38208178
1.6796368  -0.2841479  1369171600   0.26146740  -0.44184172
1.6796368  -0.2841479  1369186000   0.45623130  -0.32083598
1.6796368  -0.2841479  1369200400   0.85269189   0.43041694
1.6796368  -0.2841479  1369214800   0.17960133   0.70151520
1.6796368  -0.2841479  1369229200   0.14427613   0.00786544
1.6796368  -0.2841479  1369243600   0.61393034  -0.38376996
1.6796368  -0.2841479  1369258000   0.25565153  -0.44297305
1.6796368  -0.2841479  1369272400   0.46724468  -0.31314790
1.6796368  -0.2841479  1369286800   0.84895766   0.44331467
1.6796368  -0.2841479  1369301200   0.16839324   0.69538093
1.6796368  -0.2841479  1369315600   0.15381308  -0.00385931
1.6796368  -0.2841479  1369330000   0.61398315  -0.38536862
1.6796368  -0.2841479  1369344400   0.25006387  -0.44408718
1.6796368  -0.2841479  1369358800   0.47834098  -0.30522889
1.6796368  -0.2841479  1369373200   0.84481227   0.45605254
1.6796368  -0.2841479  1369387600   0.15744288   0.68892729
1.6796368  -0.2841479  1369402000   0.16352066  -0.01544403
1.6796368  -0.2841479  1369416400   0.61370158  -0.38688236
1.6796368  -0.2841479  1369430800   0.24471310  -0.44518051
1.6796368  -0.2841479  1369445200   0.48950753  -0.29708073
1.6796368  -0.2841479  1369459600   0.84026539   0.46862531
1.6796368  -0.2841479  1369474000   0.14676160   0.68215960
1.6796368  -0.2841479  1369488400   0.17338759  -0.02688316
1.6796368  -0.2841479  1369502800   0.61308706  -0.38831532
1.6796368  -0.2841479  1369517200   0.23960829  -0.44624913
1.6796368  -0.2841479  1369531600   0.50073230  -0.28870380
1.6796368  -0.2841479  1369546000   0.83532083   0.48102385
1.6796368  -0.2841479  1369560400   0.13635832   0.67508596
1.6796368  -0.2841479  1369574800   0.18340060  -0.03817206
1.6796368  -0.2841479  1369589200   0.61213756  -0.38967001
1.6796368  -0.2841479  1369603600   0.23475787  -0.44728842
1.6796368  -0.2841479  1369618000   0.51200223  -0.28009969
1.6796368  -0.2841479  1369632400   0.82998192   0.49324042
1.6796368  -0.2841479  1369646800   0.12624319   0.66771257
1.6796368  -0.2841479  1369661200   0.19354784  -0.04930695
1.6796368  -0.2841479  1369675600   0.61086118  -0.39095306
1.6796368  -0.2841479  1369690000   0.23017059  -0.44829389
1.6796368  -0.2841479  1369704400   0.52330333  -0.27126700
1.6796368  -0.2841479  1369718800   0.82425356   0.50526559
1.6796368  -0.2841479  1369733200   0.11642545   0.66004479
1.6796368  -0.2841479  1369747600   0.20381641  -0.06028312
1.6796368  -0.2841479  1369762000   0.60926139  -0.39216906
1.6796368  -0.2841479  1369776400   0.22585340  -0.44926286
1.6796368  -0.2841479  1369790800   0.53462315  -0.26220930
1.6796368  -0.2841479  1369805200   0.81813335   0.51708794
1.6796368  -0.2841479  1369819600   0.10691532   0.65208733
1.6796368  -0.2841479  1369834000   0.21419427  -0.07109688
1.6796368  -0.2841479  1369848400   0.60734195  -0.39332232
1.6796368  -0.2841479  1369862800   0.22181395  -0.45019111
1.6796368  -0.2841479  1369877200   0.54594982  -0.25292891
1.6513609  1.0873683  1368970000   0.12645009   0.56392604
1.6513609  1.0873683  1368984400   0.80695993  -0.25355512
1.6513609  1.0873683  1368998800  -0.27515107  -0.69654554
1.6513609  1.0873683  1369013200  -0.34797794   0.39975458
1.6513609  1.0873683  1369027600   0.43684363   0.12703627
1.6513609  1.0873683  1369042000  -0.16676761  -0.13576566
1.6513609  1.0873683  1369056400   0.14443079   0.56620288
1.6513609  1.0873683  1369070800   0.80160373  -0.27497488
1.6513609  1.0873683  1369085200  -0.29369652  -0.68435389
1.6513609  1.0873683  1369099600  -0.33236301   0.41115209
1.6513609  1.0873683  1369114000   0.43716365   0.11277207
1.6513609  1.0873683  1369128400  -0.17667665  -0.12565637
1.6513609  1.0873683  1369142800   0.16257183   0.56788117
1.6513609  1.0873683  1369157200   0.79557073  -0.29624233
1.6513609  1.0873683  1369171600  -0.31183094  -0.67159569
1.6513609  1.0873683  1369186000  -0.31645465   0.42199531
1.6513609  1.0873683  1369200400   0.43692327   0.09855147
1.6513609  1.0873683  1369214800  -0.18620564  -0.11515383
1.6513609  1.0873683  1369229200   0.18085195   0.56895602
1.6513609  1.0873683  1369243600   0.78887290  -0.31733841
1.6513609  1.0873683  1369258000  -0.32953697  -0.65828449
1.6513609  1.0873683  1369272400  -0.30027038   0.43226957
1.6513609  1.0873683  1369286800   0.43612421   0.08439370
1.6513609  1.0873683  1369301200  -0.19533928  -0.10427175
1.6513609  1.0873683  1369315600   0.19925155   0.56942189
1.6513609  1.0873683  1369330000   0.78151554  -0.33824036
1.6513609  1.0873683  1369344400  -0.34679890  -0.64443964
1.6513609  1.0873683  1369358800  -0.28383225   0.44197166
1.6513609  1.0873683  1369373200   0.43476534   0.07031950
1.6513609  1.0873683  1369387600  -0.20406149  -0.09302228
1.6513609  1.0873683  1369402000   0.21774916   0.56927395
1.6513609  1.0873683  1369416400   0.77350444  -0.35892770
1.6513609  1.0873683  1369430800  -0.36360133  -0.63007522
1.6513609  1.0873683  1369445200  -0.26716191   0.45109510
1.6513609  1.0873683  1369459600   0.43285704   0.05634776
1.6513609  1.0873683  1369474000  -0.21235727  -0.08142015
1.6513609  1.0873683  1369488400   0.23632409   0.56850219
1.6513609  1.0873683  1369502800   0.76484561  -0.37937775
1.6513609  1.0873683  1369517200  -0.37992704  -0.61520767
1.6513609  1.0873683  1369531600  -0.25027877   0.45963401
1.6513609  1.0873683  1369546000   0.43040454   0.04249840
1.6513609  1.0873683  1369560400  -0.22021593  -0.06948183
1.6513609  1.0873683  1369574800   0.25495446   0.56710750
1.6513609  1.0873683  1369589200   0.75553864  -0.39956662
1.6513609  1.0873683  1369603600  -0.39575917  -0.59984982
1.6513609  1.0873683  1369618000  -0.23320456   0.46758205
1.6513609  1.0873683  1369632400   0.42741317   0.02878995
1.6513609  1.0873683  1369646800  -0.22762443  -0.05722333
1.6513609  1.0873683  1369661200   0.27361989   0.56508893
1.6513609  1.0873683  1369675600   0.74560016  -0.41947588
1.6513609  1.0873683  1369690000  -0.41108012  -0.58401746
1.6513609  1.0873683  1369704400  -0.21595727   0.47492924
1.6513609  1.0873683  1369718800   0.42388958   0.01524189
1.6513609  1.0873683  1369733200  -0.23457058  -0.04465996
1.6513609  1.0873683  1369747600   0.29229850   0.56244475
1.6513609  1.0873683  1369762000   0.73503882  -0.43908596
1.6513609  1.0873683  1369776400  -0.42587990  -0.56773156
1.6513609  1.0873683  1369790800  -0.19856016   0.48167405
1.6513609  1.0873683  1369805200   0.41983461   0.00187395
1.6513609  1.0873683  1369819600  -0.24104069  -0.03180768
1.6513609  1.0873683  1369834000   0.31096965   0.55917364
1.6513609  1.0873683  1369848400   0.72386414  -0.45837551
1.6513609  1.0873683  1369862800  -0.44014412  -0.55101037
1.6513609  1.0873683  1369877200  -0.18103422   0.48781523
2.7974142  0.8031104  1368970000   0.06720550   0.03722802
2.7974142  0.8031104  1368984400   0.24541536   0.51475072
2.7974142  0.8031104  1368998800   0.90969312  -0.22536249
2.7974142  0.8031104  1369013200  -0.01701908  -0.80514872
2.7974142  0.8031104  1369027600  -0.31437409   0.19135249
2.7974142  0.8031104  1369042000   0.42412952   0.28696412
2.7974142  0.8031104  1369056400   0.05855247   0.04265970
2.7974142  0.8031104  1369070800   0.26024517   0.51610982
2.7974142  0.8031104  1369085200   0.90739465  -0.24575892
2.7974142  0.8031104  1369099600  -0.03600851  -0.79752171
2.7974142  0.8031104  1369114000  -0.30336863   0.20608386
2.7974142  0.8031104  1369128400   0.42806578   0.27809966
2.7974142  0.8031104  1369142800   0.05012660   0.04841557
2.7974142  0.8031104  1369157200   0.27527833   0.51699483
2.7974142  0.8031104  1369171600   0.90449178  -0.26609820
2.7974142  0.8031104  1369186000  -0.05473757  -0.78932631
2.7974142  0.8031104  1369200400  -0.29199994   0.22043410
2.7974142  0.8031104  1369214800   0.43154332   0.26914322
2.7974142  0.8031104  1369229200   0.04194248   0.05448708
2.7974142  0.8031104  1369243600   0.29049897   0.51740408
2.7974142  0.8031104  1369258000   0.90098488  -0.28636193
2.7974142  0.8031104  1369272400  -0.07318567  -0.78056461
2.7974142  0.8031104  1369286800  -0.28028178   0.23439237
2.7974142  0.8031104  1369301200   0.43456092   0.26011086
2.7974142  0.8031104  1369315600   0.03401398   0.06086650
2.7974142  0.8031104  1369330000   0.30589023   0.51733071
2.7974142  0.8031104  1369344400   0.89687985  -0.30653095
2.7974142  0.8031104  1369358800  -0.09133795  -0.77125108
2.7974142  0.8031104  1369373200  -0.26822722   0.24794419
2.7974142  0.8031104  1369387600   0.43711540   0.25101691
2.7974142  0.8031104  1369402000   0.02635541   0.06754476
2.7974142  0.8031104  1369416400   0.32143617   0.51676893
2.7974142  0.8031104  1369430800   0.89217854  -0.32658780
2.7974142  0.8031104  1369445200  -0.10917735  -0.76139748
2.7974142  0.8031104  1369459600  -0.25585532   0.26108420
2.7974142  0.8031104  1369474000   0.43920603   0.24187745
2.7974142  0.8031104  1369488400   0.01898177   0.07451454
2.7974142  0.8031104  1369502800   0.33711934   0.51571274
2.7974142  0.8031104  1369517200   0.88688338  -0.34651238
2.7974142  0.8031104  1369531600  -0.12668827  -0.75101340
2.7974142  0.8031104  1369546000  -0.24318248   0.27380261
2.7974142  0.8031104  1369560400   0.44083694   0.23270865
2.7974142  0.8031104  1369574800   0.01190555   0.08176476
2.7974142  0.8031104  1369589200   0.35292256   0.51415145
2.7974142  0.8031104  1369603600   0.88099384  -0.36628598
2.7974142  0.8031104  1369618000  -0.14385387  -0.74011016
2.7974142  0.8031104  1369632400  -0.23022440   0.28609106
2.7974142  0.8031104  1369646800   0.44200945   0.22352630
2.7974142  0.8031104  1369661200   0.00513887   0.08928517
2.7974142  0.8031104  1369675600   0.36882830   0.51208681
2.7974142  0.8031104  1369690000   0.87451166  -0.38588810
2.7974142  0.8031104  1369704400  -0.16065651  -0.72869295
2.7974142  0.8031104  1369718800  -0.21699804   0.29794079
2.7974142  0.8031104  1369733200   0.44272530   0.21434553
2.7974142  0.8031104  1369747600  -0.00130557   0.09706512
2.7974142  0.8031104  1369762000   0.38481975   0.50951493
2.7974142  0.8031104  1369776400   0.86744666  -0.40530285
2.7974142  0.8031104  1369790800  -0.17708153  -0.71677756
2.7974142  0.8031104  1369805200  -0.20351690   0.30933952
2.7974142  0.8031104  1369819600   0.44298485   0.20518170
2.7974142  0.8031104  1369834000  -0.00741607   0.10509381
2.7974142  0.8031104  1369848400   0.40087879   0.50643277
2.7974142  0.8031104  1369862800   0.85980421  -0.42451122
2.7974142  0.8031104  1369877200  -0.19311580  -0.70437825
5.3910214  0.6805366  1368970000  -0.32463664  -0.38884696
5.3910214  0.6805366  1368984400   0.17091012   0.39923772
5.3910214  0.6805366  1368998800   0.38146853   0.12785432
5.3910214  0.6805366  1369013200   0.04986793   0.36266422
